id,title,main_picture,start_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,favorite_ranking,end_date
268,Golden Boy,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/62867.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/62867l.jpg'}",1995-10-27,"Kintarou Ooe is a specialist in part-time work, riding all over the highways and byways of Japan on his trusty steed, the Mikazuki 5, and finding employment wherever he can. His adventures bring him knowledge and experience that can't be taught in a classroom, from political corruption to the delicacy of a young woman's heart. With nothing but the open road before him—not to mention the many beautiful women along the way—Kintarou pursues his spirit of education while attempting to hold down his various odd jobs, however undignified they may be. As he learns from each task he takes on, who knows what could happen? He might even be able to save the world one day. One thing is for sure—this will all be very educational!

[Written by MAL Rewrite]",8.04,602.0,574,419321,226773,white,2005-11-13T07:05:30+00:00,2023-01-16T02:33:50+00:00,ova,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 42, 'name': 'Seinen'}, {'id': 48, 'name': 'Workplace'}]",6,"{'year': 1995, 'season': 'fall'}",,manga,1721,r+,,"[{'id': 77, 'name': 'APPP'}]","{'status': {'watching': '17465', 'completed': '279417', 'on_hold': '7323', 'dropped': '6357', 'plan_to_watch': '108722'}, 'num_list_users': 419284}",358,1996-06-28
37965,Kaze ga Tsuyoku Fuiteiru,"{'medium': 'https://cdn.myanimelist.net/images/anime/1936/129119.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1936/129119l.jpg'}",2018-10-03,"Former ace runner of Sendai Josei High School, Kakeru Kurahara is chased away from a convenience store for shoplifting. Shaking off his pursuer, he runs into Haiji Kiyose, another student from his university. Haiji is impressed by Kakeru's agility and persuades him to live in Chikusei-sou, the run-down apartment where Haiji resides along with eight other students. Having lost his entire apartment deposit at a mahjong parlor, Kakeru accepts the offer reluctantly.

However, Haiji reveals a secret during Kakeru's welcoming party: the apartment is actually the dormitory of the Kansei University Track Club. He unveils his ultimate goal of participating in the Hakone Ekiden—one of the most prominent university marathon relay races in Japan. Unfortunately, all the residents apart from Haiji and Kakeru are complete running novices. Worse still, none of the inhabitants are even remotely interested in being involved with Haiji's ridiculous plan! With only months before the deadline, will the fourth-year student be able to convince them otherwise and realize his elusive dream of running in the Hakone Ekiden?

[Written by MAL Rewrite]",8.38,205.0,817,312302,142208,white,2018-07-20T18:39:19+00:00,2024-01-20T14:04:47+00:00,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 30, 'name': 'Sports'}]",23,"{'year': 2018, 'season': 'fall'}","{'day_of_the_week': 'wednesday', 'start_time': '01:29'}",novel,1380,pg_13,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '24635', 'completed': '167832', 'on_hold': '11506', 'dropped': '9526', 'plan_to_watch': '98793'}, 'num_list_users': 312292}",359,2019-03-27
40417,Fruits Basket 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1972/111635.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1972/111635l.jpg'}",2020-04-07,"A year has passed since Tooru Honda began living in the Souma residence, and she has since created stronger relationships with its inhabitants Shigure, Kyou, and Yuki. She has also grown closer to the rest of the Souma family and has become familiar with their ancestral secret, having helped them with many of their personal issues. The closer Tooru gets, however, the more she begins to realize that their secret holds a darker truth than she first presumed.

Summer is approaching and Tooru is invited to spend her days with the Soumas, mainly Kyou and Yuki. Tooru wishes for an easy-going vacation, but her close relationships with the two boys and the rest of the Soumas may prove to cause trouble. As they grow more intimate, their carefree time together is hindered by older hardships and feelings from the past that begin to resurface. The Eternal Banquet also dawns on the members of the zodiac, and they must tend to their duties alongside the unnerving head of the family, Akito Souma.

With the banquet approaching and a plethora of feelings to be solved, will Tooru's life with the Soumas remain peaceful, or will she find herself in a situation from which she cannot escape?

[Written by MAL Rewrite]",8.54,125.0,430,536763,276197,white,2019-09-18T02:17:02+00:00,2024-02-15T06:11:32+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}, {'id': 37, 'name': 'Supernatural'}]",25,"{'year': 2020, 'season': 'spring'}","{'day_of_the_week': 'tuesday', 'start_time': '01:30'}",manga,1400,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '47008', 'completed': '339346', 'on_hold': '16606', 'dropped': '8575', 'plan_to_watch': '125208'}, 'num_list_users': 536743}",360,2020-09-22
512,Majo no Takkyuubin,"{'medium': 'https://cdn.myanimelist.net/images/anime/1579/140483.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1579/140483l.webp'}",1989-07-29,"Kiki, a 13-year-old witch-in-training, must spend a year living on her own in a distant town in order to become a full-fledged witch. Leaving her family and friends, Kiki undertakes this tradition when she flies out into the open world atop her broomstick with her black cat Jiji.

As she settles down in the coastal town of Koriko, Kiki struggles to adapt and ends up wandering the streets with no place to stay—until she encounters Osono, who offers Kiki boarding in exchange for making deliveries for her small bakery. Before long, Kiki decides to open her own courier service by broomstick, beginning her journey to independence. In attempting to find her place among the townsfolk, Kiki brings with her exciting new experiences and comes to understand the true meaning of responsibility.

[Written by MAL Rewrite]",8.23,346.0,371,613935,398544,white,2006-01-04T22:48:44+00:00,2023-01-24T14:44:12+00:00,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",1,"{'year': 1989, 'season': 'summer'}",,novel,6182,g,The film won the 1989 Animage's Anime Grand Prix Award.,"[{'id': 21, 'name': 'Studio Ghibli'}]","{'status': {'watching': '7322', 'completed': '528407', 'on_hold': '2496', 'dropped': '898', 'plan_to_watch': '74779'}, 'num_list_users': 613902}",361,1989-07-29
8795,Panty & Stocking with Garterbelt,"{'medium': 'https://cdn.myanimelist.net/images/anime/1296/142674.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1296/142674l.webp'}",2010-10-02,"The ""Anarchy Sisters,"" Panty and Stocking, have been kicked out of Heaven for, to put it mildly, misbehaving. Led by a priest named Garterbelt, these angels must buy their way back by exterminating ghosts in Daten City. But this task requires unconventional weapons for these unorthodox angels—they transform their lingerie into weapons to dispatch the spirits. Unfortunately, neither of them take their duties seriously, as they rather spend their time in pursuit of other ""hobbies"": Panty prefers to sleep with anything that walks, and Stocking favors stuffing her face with sweets than hunting ghosts.

Follow these two unruly angels as they battle ghosts, an overflow of bodily fluids, and their own tendency to get side-tracked in Panty & Stocking with Garterbelt.

[Written by MAL Rewrite]",7.73,1216.0,598,408278,203039,white,2010-05-09T04:01:22+00:00,2024-10-07T20:35:59+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 20, 'name': 'Parody'}]",13,"{'year': 2010, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '02:00'}",original,1419,r,,"[{'id': 6, 'name': 'Gainax'}]","{'status': {'watching': '25227', 'completed': '243978', 'on_hold': '19079', 'dropped': '18686', 'plan_to_watch': '101278'}, 'num_list_users': 408248}",362,2010-12-25
40357,Tate no Yuusha no Nariagari Season 3,"{'medium': 'https://cdn.myanimelist.net/images/anime/1317/139802.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1317/139802l.jpg'}",2023-10-06,"Though he has successfully repelled the latest Wave of Catastrophe, Naofumi Iwatani—the Shield Hero—has no time to rest. Naofumi is spurred back into action when Queen Mirelia Q Melromarc tells him that the three other Cardinal Heroes have disappeared without a trace, and she tasks him with finding them. 

With no clues regarding their whereabouts, Naofumi tackles a more pressing issue: the worsening slave trade of demi-humans. Determined to right this injustice, he and his friends find their way to Zeltoble, the country of mercenaries, where the illegal sale of demi-humans has become a lucrative business. To gather money to free the slaves, Naofumi and his comrades disguise themselves and take part in underground coliseum brawls, purposely throwing matches to manipulate the odds and eventually secure an enormous payout. However, with the threat of another Wave of Catastrophe looming on the horizon, the Shield Hero must stick to his mission of finding the missing heroes if he wants to protect those he loves.

[Written by MAL Rewrite]",7.1,3846.0,509,463426,122850,white,2019-09-02T02:19:43+00:00,2024-06-03T22:18:12+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}]",12,"{'year': 2023, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '21:00'}",light_novel,1380,pg_13,,"[{'id': 290, 'name': 'Kinema Citrus'}]","{'status': {'watching': '31932', 'completed': '162320', 'on_hold': '5520', 'dropped': '9415', 'plan_to_watch': '254143'}, 'num_list_users': 463330}",363,2023-12-22
6213,Toaru Kagaku no Railgun,"{'medium': 'https://cdn.myanimelist.net/images/anime/8/53581.webp', 'large': 'https://cdn.myanimelist.net/images/anime/8/53581l.webp'}",2009-10-03,"The student-filled Academy City is at the forefront of scientific advancement and home to the esper development program. The seven ""Level 5"" espers are the most powerful in Academy City, and ranked third among them is middle schooler Mikoto Misaka, an electricity manipulator known as ""The Railgun.""
 
When strange incidents begin occurring throughout the city, she finds each crime to be connected to the elusive ""Level Upper,"" a legendary device that allegedly increases the esper level of its user. As the situation escalates, it becomes apparent that there is more to the Level Upper than meets the eye, and that Academy City may be a far more twisted place than the glamorous utopia it appears to be.

Toaru Kagaku no Railgun focuses on Mikoto and her friends—and the dangerous situations they find themselves in—as they get caught up in the matter of the Level Upper. As Mikoto says, ""There's never a dull moment in this city.""

[Written by MAL Rewrite]",7.65,1418.0,364,623998,293670,white,2009-03-18T04:21:22+00:00,2023-04-29T10:03:00+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}]",24,"{'year': 2009, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '01:30'}",manga,1440,pg_13,,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '34736', 'completed': '368876', 'on_hold': '21612', 'dropped': '17872', 'plan_to_watch': '180838'}, 'num_list_users': 623934}",364,2010-03-20
10162,Usagi Drop,"{'medium': 'https://cdn.myanimelist.net/images/anime/1460/98853.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1460/98853l.webp'}",2011-07-08,"Daikichi Kawachi is a 30-year-old bachelor working a respectable job but otherwise wandering aimlessly through life. When his grandfather suddenly passes away, he returns to the family home to pay his respects. Upon arriving at the house, he meets a mysterious young girl named Rin who, to Daikichi’s astonishment, is his grandfather's illegitimate daughter!
 
The shy and unapproachable girl is deemed an embarrassment to the family, and finds herself ostracized by her father's relatives, all of them refusing to take care of her in the wake of his death. Daikichi, angered by their coldness toward Rin, announces that he will take her in—despite the fact that he is a young, single man with no prior childcare experience.

Usagi Drop is the story of Daikichi's journey through fatherhood as he raises Rin with his gentle and affectionate nature, as well as an exploration of the warmth and interdependence that are at the heart of a happy, close-knit family.

[Written by MAL Rewrite]",8.33,244.0,466,506115,248220,white,2011-01-07T18:57:06+00:00,2023-01-18T04:50:03+00:00,tv,finished_airing,"[{'id': 53, 'name': 'Childcare'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 43, 'name': 'Josei'}, {'id': 36, 'name': 'Slice of Life'}]",11,"{'year': 2011, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '00:45'}",manga,1375,pg_13,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '18959', 'completed': '304691', 'on_hold': '10916', 'dropped': '7932', 'plan_to_watch': '163594'}, 'num_list_users': 506092}",365,2011-09-16
37982,Domestic na Kanojo,"{'medium': 'https://cdn.myanimelist.net/images/anime/1021/95670.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1021/95670l.jpg'}",2019-01-12,"In their teenage years, few things can hurt people more than the heartaches that come with unrequited love. Such is the case for Natsuo Fujii, who has found himself entranced by his school's ever-cheerful teacher Hina. Deflated by this unreachable desire, Natsuo humors his friends and attends a mixer. There he meets Rui, a girl whose lack of excitement rivals that of himself. After bonding over their mutual awkwardness, Rui takes Natsuo to her house and asks him to have sex with her, hoping that the experience will stop her friends from treating her like a clueless child. With his hopeless feelings towards Hina still on his mind, Natsuo hesitantly agrees.

Equally unfulfilled by their ""first times,"" the two decide to part ways as strangers. However, before he even has a chance to process this experience, Natsuo's father drops a major bombshell: he is getting remarried, and his new wife Tsukiko Tachibana is coming over now to meet Natsuo. As if that was not enough of a shock, her daughters—and, in turn, Natsuo's new sisters—are Hina and Rui Tachibana, the woman he's in love with and the girl with whom he shared his first night. Now, Natsuo must come to terms with the feelings he has for his step-siblings as his eyes open to a darker side of love.

[Written by MAL Rewrite]",6.64,6212.0,262,782694,469769,white,2018-07-21T02:31:29+00:00,2022-04-18T04:37:49+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,"{'year': 2019, 'season': 'winter'}","{'day_of_the_week': 'saturday', 'start_time': '01:55'}",manga,1512,r+,,"[{'id': 51, 'name': 'Diomedéa'}]","{'status': {'watching': '39376', 'completed': '568598', 'on_hold': '12834', 'dropped': '34318', 'plan_to_watch': '127480'}, 'num_list_users': 782606}",366,2019-03-30
35994,Satsuriku no Tenshi,"{'medium': 'https://cdn.myanimelist.net/images/anime/1862/95624.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1862/95624l.jpg'}",2018-07-06,"With dead and lifeless eyes, Rachel Gardner wishes only to die. Waking up in the basement of a building, she has no idea how or why she's there. She stumbles across a bandaged murderer named Zack, who is trying to escape. After promising to kill her as soon as he is free, Rachel and Zack set out to ascend through the building floor by floor until they escape.

However, as they progress upward, they meet more twisted people, and all of them seem familiar with Rachel. What is her connection to the building, and why was she placed in it? Facing a new boss on each floor, can Rachel and Zack both achieve their wishes?

[Written by MAL Rewrite]",6.96,4522.0,311,696187,328353,white,2017-07-24T09:51:44+00:00,2022-11-04T21:54:28+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",16,"{'year': 2018, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '20:30'}",game,1420,r,,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '54086', 'completed': '395339', 'on_hold': '26494', 'dropped': '52935', 'plan_to_watch': '167293'}, 'num_list_users': 696147}",367,2018-10-26
2236,Toki wo Kakeru Shoujo,"{'medium': 'https://cdn.myanimelist.net/images/anime/1/2432.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1/2432l.webp'}",2006-07-15,"Makoto Konno is in her last year of high school, but is having a hard time deciding what to do with her future. In between enduring the pressure of her teachers and killing time with her best friends, Makoto's life suddenly changes when she accidentally discovers that she is capable of literally leaping through time.

Toki wo Kakeru Shoujo follows Makoto as she plays around with her newfound power. However, she soon learns the hard way that every choice has a consequence, and time is a lot more complicated than it may seem.

[Written by MAL Rewrite]",8.1,520.0,251,807554,462802,white,2007-03-31T23:05:51+00:00,2023-01-31T15:25:39+00:00,movie,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 78, 'name': 'Time Travel'}]",1,"{'year': 2006, 'season': 'summer'}",,novel,5884,g,"Toki wo Kakeru Shojo is a juvenile novel written by Tsutsui Yasutaka. It became TV drama, movie, and manga several times. However, this movie is its first anime adaptation. The main character, Konno Makoto, is brighter and more easygoing than any other characters in movie or TV drama made before. At once she knows she acquires the power of ""time leap."" She uses it without hesitation to satisfy her own desire.

In 2006, the film won the Best Animated Film in the Sitges Film Festival. In 2007, it won the Animation of the Year during the Japan Academy Prize. During the Tokyo Anime Awards, it won the Animation of the Year and the Best Original Story/Work. The staff that worked for the film won the Director Award, the Script-writing Award, the Achievement in Art Direction, and the Character Design Award. The movie also won the Animation Grand Award, given to the year's most entertaining animated film, at the prestigious sixty-first Annual Mainichi Film Awards. It received the Grand Prize in the animation division at the 2006 Japan Media Arts Festival. The film won the Special Distinction for Feature Film at France's thirty-first Annecy International Animated Film Festival on June 16, 2007. It also won the Feature Film Award in the 11th Animation Kobe Awards in 2006.","[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '14010', 'completed': '597061', 'on_hold': '4782', 'dropped': '2324', 'plan_to_watch': '189342'}, 'num_list_users': 807519}",368,2006-07-15
28735,Shouwa Genroku Rakugo Shinjuu,"{'medium': 'https://cdn.myanimelist.net/images/anime/1354/124768.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1354/124768l.jpg'}",2016-01-09,"Yotarou is a former yakuza member fresh out of prison and fixated on just one thing: rather than return to a life of crime, the young man aspires to take to the stage of rakugo, a traditional Japanese form of comedic storytelling. Inspired during his incarceration by the performance of distinguished practitioner Yakumo Yuurakutei, he sets his mind on meeting the man who changed his life. After hearing Yotarou's desperate appeal for his mentorship, Yakumo is left with no choice but to accept his very first apprentice.

As he eagerly begins his training, Yotarou meets Konatsu, an abrasive young woman who has been under Yakumo's care ever since her beloved father Sukeroku Yuurakutei, another prolific rakugo performer, passed away. Through her hidden passion, Yotarou is drawn to Sukeroku's unique style of rakugo despite learning under contrasting techniques. Upon seeing this, old memories and feelings return to Yakumo who reminisces about a much earlier time when he made a promise with his greatest rival.

Shouwa Genroku Rakugo Shinjuu is a story set in both the past and present, depicting the art of rakugo, the relationships it creates, and the lives and hearts of those dedicated to keeping the unique form of storytelling alive.

[Written by MAL Rewrite]",8.55,119.0,869,298586,96203,white,2014-12-05T00:57:17+00:00,2023-01-10T15:09:06+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 43, 'name': 'Josei'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 70, 'name': 'Performing Arts'}]",13,"{'year': 2016, 'season': 'winter'}","{'day_of_the_week': 'saturday', 'start_time': '02:25'}",manga,1560,pg_13,Shouwa Genroku Rakugo Shinjuu covers the first five volumes of the manga. The original voice cast of the OVA reprised their roles for the animated TV series.,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '19961', 'completed': '107428', 'on_hold': '12697', 'dropped': '9047', 'plan_to_watch': '149444'}, 'num_list_users': 298577}",369,2016-04-02
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/51619.webp', 'large': 'https://cdn.myanimelist.net/images/anime/12/51619l.webp'}",2013-07-09,"After living 50 simulated high school lives and dating over 100 virtual boys, Tomoko Kuroki believes that she is ready to conquer her first year of high school. Little does she know that she is much less prepared than she would like to think. In reality, Tomoko is an introverted and awkward young girl, and she herself is the only one who doesn't realize it! With the help of her best friend, Yuu Naruse, and the support and love of her brother Tomoki, Tomoko attempts to brave the new world of high school life.

Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! chronicles the life of a socially awkward and relatively friendless high school otaku as she attempts to overcome her personal barriers in order to live a fulfilling life.

[Written by MAL Rewrite]",6.99,4402.0,324,671019,347936,white,2012-12-20T12:52:59+00:00,2023-04-02T19:00:14+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 23, 'name': 'School'}]",12,"{'year': 2013, 'season': 'summer'}","{'day_of_the_week': 'tuesday', 'start_time': '02:05'}",web_manga,1440,pg_13,"Episode 1 was previewed at a screening in Akihabara Gamers, Tokyo on June 29, 2013. Regular broadcasting began on July 9, 2013.

WataMote was licensed by Sentai Filmworks in North America and MVM Films in the United Kingdom. It was simulcast by Crunchyroll during its original run.","[{'id': 300, 'name': 'SILVER LINK.'}]","{'status': {'watching': '38252', 'completed': '412454', 'on_hold': '26535', 'dropped': '49161', 'plan_to_watch': '144572'}, 'num_list_users': 670974}",370,2013-09-24
323,Mousou Dairinin,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/10240.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/10240l.jpg'}",2004-02-03,"The infamous Shounen Bat is terrorizing the residents of Musashino City. Flying around on his rollerblades and beating people down with a golden baseball bat, the assailant seems impossible to catch—much less understand. His first victim, the well-known yet timid character designer Tsukiko Sagi, is suspected of orchestrating the attacks. Believed only by her anthropomorphic pink stuffed animal, Maromi, Tsukiko is just one of Shounen Bat's many victims.

As Shounen Bat continues his relentless assault on the town, detectives Keiichi Ikari and Mitsuhiro Maniwa begin to investigate the identity of the attacker. However, more and more people fall victim to the notorious golden bat, and news of the assailant begins circulating around the town. Paranoia starts to set in as chilling rumors spread amongst adults and children alike.

Will the two detectives be able to unravel the truth behind Shounen Bat, or will the paranoia get to them first?

[Written by MAL Rewrite]",7.66,1369.0,554,436813,168357,white,2005-11-19T08:32:36+00:00,2024-09-09T19:51:58+00:00,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 5, 'name': 'Avant Garde'}, {'id': 46, 'name': 'Award Winning'}, {'id': 39, 'name': 'Detective'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 37, 'name': 'Supernatural'}, {'id': 41, 'name': 'Suspense'}]",13,"{'year': 2004, 'season': 'winter'}","{'day_of_the_week': 'saturday', 'start_time': '00:00'}",original,1470,r+,"The anime was awarded the Silver Prize in Animation Jury Award and Audience Award at Fantasia International Film Festival 2004 in Montreal, Canada. ","[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '23970', 'completed': '198734', 'on_hold': '16058', 'dropped': '11977', 'plan_to_watch': '186047'}, 'num_list_users': 436786}",371,2004-05-18
6675,Redline,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/28553.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/28553l.jpg'}",2009-08-14,"Every five years, an exhilarating race called Redline is held, and the universe's most anticipated competition has only one rule: that there are none. Racers are pushed to their absolute limit—a feeling that daredevil driver JP knows all too well. Having just qualified to participate in Redline, he is eager to battle against the other highly skilled drivers, particularly the beautiful rising star and the only other human that qualified, Sonoshee McLaren.

But this year's Redline may be far more dangerous than usual—it has been announced to take place on the planet Roboworld with its trigger-happy military and criminals who look to turn the race to their own advantage. However, the potential danger doesn't stop the racers; in fact, it only adds to the thrill. Relying solely on his vehicle's speed, JP prepares for the event to come, aiming to take first place in the biggest race of his life.

[Written by MAL Rewrite]",8.28,296.0,623,394296,211413,white,2009-06-24T20:32:54+00:00,2023-01-16T22:50:25+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 3, 'name': 'Racing'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 2009, 'season': 'summer'}",,original,6120,r+,"Redline took a full seven years to create and used more than 100,000 frames in production. When finally complete, it made its debut at the 2009 Locarno International Film Festival, more than a year before it came to Japanese theaters.","[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '8958', 'completed': '261303', 'on_hold': '2632', 'dropped': '1247', 'plan_to_watch': '120122'}, 'num_list_users': 394262}",372,2009-08-14
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","{'medium': 'https://cdn.myanimelist.net/images/anime/1126/108573.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1126/108573l.jpg'}",2020-07-04,"In the distant past, a war between humans and demons brought about widespread chaos and bloodshed. To put an end to this seemingly endless conflict, Demon King Anos Voldigoad willingly sacrificed his life, hoping to be reborn in a peaceful future.

In preparation for their king's return, the demon race created the Demon King Academy, an elite institution tasked with determining Anos' identity when he reawakens. He reincarnates two millennia later, but to his surprise, he soon learns that the level of magic in the world has drastically waned during his absence. Moreover, when he enrolls at the academy to reclaim his rightful title, he finds out that demonkind remembers him differently. His personality, his deeds, and even his legacy are all falsified—masked beneath the name of an impostor. This ""lack"" of common knowledge renders him the academy's outlier—a misfit never before seen in history.

Despite these drawbacks, Anos remains unfazed. As he sets out to uncover those altering his glorious past, he takes it upon himself to make his descendants recognize that their ruler has finally returned.

[Written by MAL Rewrite]",7.34,2605.0,227,842978,492821,white,2019-10-06T10:57:40+00:00,2024-05-31T01:46:06+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 72, 'name': 'Reincarnation'}, {'id': 23, 'name': 'School'}]",13,"{'year': 2020, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '23:30'}",light_novel,1420,r,,"[{'id': 300, 'name': 'SILVER LINK.'}]","{'status': {'watching': '58101', 'completed': '649696', 'on_hold': '11112', 'dropped': '20542', 'plan_to_watch': '103413'}, 'num_list_users': 842864}",373,2020-09-26
39247,Kobayashi-san Chi no Maid Dragon S,"{'medium': 'https://cdn.myanimelist.net/images/anime/1252/115539.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1252/115539l.webp'}",2021-07-08,"As Tooru continues on her quest to become the greatest maid and Kanna Kamui fully immerses in her life as an elementary school student, there is not a dull day in the Kobayashi household with mischief being a daily staple. On one such day, however, a massive landslide is spotted on the hill where Kobayashi and Tooru first met—a clear display of a dragon's might. When none of the dragons they know claim responsibility, the perpetrator herself descends from the skies: Ilulu, the radical Chaos Dragon with monstrous power rivaling that of Tooru.

Sickened by Tooru's involvement with humans, Ilulu resorts to the typical dragon method of resolving conflict—a battle to the death. Despite such behavior, she becomes intrigued by Kobayashi's ability to befriend dragons and decides instead to observe just what makes Kobayashi so special. With a new troublesome dragon in town, Kobayashi's eccentric life with a dragon maid is only getting merrier.

[Written by MAL Rewrite]",8.24,341.0,396,576885,287785,white,2019-02-11T21:40:50+00:00,2024-11-12T03:57:54+00:00,tv,finished_airing,"[{'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2021, 'season': 'summer'}","{'day_of_the_week': 'thursday', 'start_time': '00:00'}",manga,1420,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '51738', 'completed': '352728', 'on_hold': '12298', 'dropped': '8850', 'plan_to_watch': '151242'}, 'num_list_users': 576856}",374,2021-09-23
