id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,tv_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
31646,3-gatsu no Lion,2016-10-08,2017-03-18,"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall.

However, not long after his arrival in Tokyo, Rei meets Akari, Hinata, and Momo Kawamoto, a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari, the oldest of the three girls, is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters, coping with past tragedies, also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career, Rei must learn how to interact with others and understand his own complex emotions.

[Written by MAL Rewrite]",8.37,212,308,697194,288125,white,tv,finished_airing,"[{'id': 53, 'name': 'Childcare'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}, {'id': 11, 'name': 'Strategy Game'}]",22,manga,1500,pg_13,"[{'id': 44, 'name': 'Shaft'}]",135,saturday,23:00,2016.0,fall,58415,319282,38859,26301,254308,697165.0,0.9065,0.0935
22789,Barakamon,2014-07-06,2014-09-28,"Seishuu Handa is an up-and-coming calligrapher: young, handsome, talented, and unfortunately, a narcissist to boot. When a veteran labels his award-winning piece as ""unoriginal,"" Seishuu quickly loses his cool with severe repercussions.

As punishment, and also in order to aid him in self-reflection, Seishuu's father exiles him to the Goto Islands, far from the comfortable Tokyo lifestyle the temperamental artist is used to. Now thrown into a rural setting, Seishuu must attempt to find new inspiration and develop his own unique art style—that is, if boisterous children (headed by the frisky Naru Kotoishi), fujoshi middle schoolers, and energetic old men stop barging into his house! The newest addition to the intimate and quirky Goto community only wants to get some work done, but the islands are far from the peaceful countryside he signed up for. Thanks to his wacky neighbors who are entirely incapable of minding their own business, the arrogant calligrapher learns so much more than he ever hoped to.

[Written by MAL Rewrite]",8.37,213,319,680999,348206,white,tv,finished_airing,"[{'id': 53, 'name': 'Childcare'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 80, 'name': 'Visual Arts'}]",12,web_manga,1370,pg_13,"[{'id': 290, 'name': 'Kinema Citrus'}]",136,sunday,02:20,2014.0,summer,32480,430360,18554,11295,188272,680961.0,0.9562,0.0438
5941,Cross Game,2009-04-05,2010-03-28,"Kou Kitamura and Aoba Tsukishima are often at odds—even though their families happen to be close friends and business partners. Although the only child of a sports shop owner, Kou has never been interested in playing baseball. Despite this, he possesses an impressive batting ability honed by frequent visits to the local baseball batting center run by the Tsukishima family. On the other hand, Aoba loves to play baseball and is a star player with exceptional pitching form.

However, these two seemingly complete opposites share something very important to them—Wakaba Tsukishima, Aoba's older sister and Kou's destined sweetheart. Admired by the quarrelsome duo, Wakaba often finds herself the catalyst to their never-ending rivalry. But whether or not they realize that they have more in common than either would care to admit, only time will tell. The game of baseball may just be what the pair needs to ultimately overcome their own personal struggles.

[Written by MAL Rewrite]",8.37,214,1838,127318,52024,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",50,manga,1430,pg_13,"[{'id': 118, 'name': 'SynergySP'}]",137,sunday,10:00,2009.0,spring,6788,59807,4985,4382,51345,127307.0,0.9264,0.0736
38883,Haikyuu!! To the Top,2020-01-11,2020-04-04,"After their triumphant victory over Shiratorizawa Academy, the Karasuno High School volleyball team has earned their long-awaited ticket to nationals. As preparations begin, genius setter Tobio Kageyama is invited to the All-Japan Youth Training Camp to play alongside fellow nationally recognized players. Meanwhile, Kei Tsukishima is invited to a special rookie training camp for first-years within the Miyagi Prefecture. Not receiving any invitations himself, the enthusiastic Shouyou Hinata feels left behind.

However, Hinata does not back down. Transforming his frustration into self-motivation, he boldly decides to sneak himself into the same rookie training camp as Tsukishima. Even though Hinata only lands himself a job as the ball boy, he comes to see this as a golden opportunity. He begins to not only reflect on his skills as a volleyball player but also analyze the plethora of information available on the court and how he can apply it.

As the much-anticipated national tournament approaches, the members of Karasuno's volleyball team attempt to overcome their weak points and refine their skills, all while aiming for the top!

[Written by MAL Rewrite]",8.37,215,172,979152,602956,white,tv,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",13,manga,1440,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",138,saturday,01:25,2020.0,winter,54827,799277,12818,5728,106478,979128.0,0.9811,0.0189
49458,Kono Subarashii Sekai ni Shukufuku wo! 3,2024-04-10,2024-06-19,"Kazuma Satou, former NEET and current reincarnated adventurer, finally returns home after the incident at the Crimson Demon village. He is joined by his ever-reliable companions: self-absorbed goddess Aqua, one-trick pony arch-wizard Megumin, and masochistic crusader Lalatina Ford ""Darkness"" Dustiness. Following their recent exploits, the party is one step closer to vanquishing the Demon King and his armies—a terrifying task that Kazuma is eager to ignore for as long as possible. Things, however, are not going as smoothly as the group would like; they are constantly racking up debt, getting sidetracked during missions, and falling into traps due to their recklessness and eccentricities.

As the party struggles with their perennial issues, they receive an invitation from a princess interested in hearing tales of the group's ""heroic"" deeds. Darkness' pleas to refuse the invitation only fire the others up to accept it, marking the start of yet another uncanny adventure with unforeseen consequences.

[Written by MAL Rewrite]",8.37,217,515,458853,172879,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 20, 'name': 'Parody'}]",11,light_novel,1420,pg_13,"[{'id': 1967, 'name': 'Drive'}]",139,wednesday,23:30,2024.0,spring,56070,207463,5767,3873,185580,458753.0,0.979,0.021
9756,Mahou Shoujo Madoka★Magica,2011-01-07,2011-04-22,"Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student.

Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems.

A story of hope, despair, and friendship, Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.

[Written by MAL Rewrite] ",8.37,218,104,1328913,773902,white,tv,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",12,original,1449,pg_13,"[{'id': 44, 'name': 'Shaft'}]",140,friday,01:25,2011.0,winter,56078,941184,32841,28483,270225,1328811.0,0.9539,0.0461
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,2021-01-11,2021-03-22,"Despite being bullied, scorned, and oppressed all of his life, a 34-year-old shut-in still found the resolve to attempt something heroic—only for it to end in a tragic accident. But in a twist of fate, he awakens in another world as Rudeus Greyrat, starting life again as a baby born to two loving parents.

Preserving his memories and knowledge from his previous life, Rudeus quickly adapts to his new environment. With the mind of a grown adult, he starts to display magical talent that exceeds all expectations, honing his skill with the help of a mage named Roxy Migurdia. Rudeus learns swordplay from his father, Paul, and meets Sylphiette, a girl his age who quickly becomes his closest friend.

As Rudeus' second chance at life begins, he tries to make the most of his new opportunity while conquering his traumatic past. And perhaps, one day, he may find the one thing he could not find in his old world—love.

[Written by MAL Rewrite]",8.36,221,95,1414341,871399,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}]",11,light_novel,1420,r,"[{'id': 1993, 'name': 'Studio Bind'}]",141,monday,00:00,2021.0,winter,107237,1080577,14496,20875,190979,1414164.0,0.975,0.025
39808,Non Non Biyori Nonstop,2021-01-11,2021-03-29,"The carefree journeys of the four girls continue! As their fleeting yet eventful summer becomes a distant memory, the arrival of fall signals a new school year with limitless opportunities. Even as the four girls return to their peaceful routine, the appearance of new faces enlivens the anything but exciting rural life of Asahigaoka.

Non Non Biyori Nonstop leisurely walks back into the lives of Hotaru Ichijou, Komari Koshigaya, Natsumi Koshigaya, and Renge Miyauchi as they fully embrace their rural lifestyles and turn anything they find into nothing but fun!

[Written by MAL Rewrite]",8.36,222,1809,129996,49945,white,tv,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",12,manga,1494,pg_13,"[{'id': 300, 'name': 'SILVER LINK.'}]",142,monday,01:35,2021.0,winter,9645,60402,3144,1670,55128,129989.0,0.963,0.037
39551,Tensei shitara Slime Datta Ken 2nd Season,2021-01-12,2021-03-30,"Taking a break from his time as a teacher, the powerful slime Rimuru Tempest returns to his kingdom, eponymously named Tempest, just in time to begin negotiations with a nearby nation—the Kingdom of Eurazania. While the negotiations are anything but peaceful, they do end successfully, allowing Rimuru to return and finish teaching. When trying to again return to Tempest, this time permanently, Rimuru is stopped by a mysterious figure who is somehow able to constrain the many magical abilities he has at his disposal. 

In Tempest, the situation is even worse. A group of unknown humans has invaded the land and are assaulting its citizens, both influential and innocent. They are not just trying to bring harm either—they have the intent to kill. Can Rimuru overcome his powerful and dangerous foe and return to Tempest before it is too late?  

[Written by MAL Rewrite]",8.36,223,162,1019273,589256,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1422,pg_13,"[{'id': 441, 'name': '8bit'}]",143,tuesday,23:00,2021.0,winter,72497,782236,9084,7657,147679,1019153.0,0.9836,0.0164
30,Shinseiki Evangelion,1995-10-04,1996-03-27,"Fifteen years after a cataclysmic event known as the Second Impact, the world faces a new threat: monstrous celestial beings called Angels invade Tokyo-3 one by one. Mankind is unable to defend themselves against the Angels despite utilizing their most advanced munitions and military tactics. The only hope for human salvation rests in the hands of NERV, a mysterious organization led by the cold Gendou Ikari. NERV operates giant humanoid robots dubbed ""Evangelions"" to combat the Angels with state-of-the-art advanced weaponry and protective barriers known as Absolute Terror Fields.

Years after being abandoned by his father, Shinji Ikari, Gendou's 14-year-old son, returns to Tokyo-3. Shinji undergoes a perpetual internal battle against the deeply buried trauma caused by the loss of his mother and the emotional neglect he suffered at the hands of his father. Terrified to open himself up to another, Shinji's life is forever changed upon meeting 29-year-old Misato Katsuragi, a high-ranking NERV officer who shows him a free-spirited maternal kindness he has never experienced.

A devastating Angel attack forces Shinji into action as Gendou reveals his true motive for inviting his son back to Tokyo-3: Shinji is the only child capable of efficiently piloting Evangelion Unit-01, a new robot that synchronizes with his biometrics. Despite the brutal psychological trauma brought about by piloting an Evangelion, Shinji defends Tokyo-3 against the angelic threat, oblivious to his father's dark machinations.

[Written by MAL Rewrite]",8.35,224,45,1883422,1125476,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 5, 'name': 'Avant Garde'}, {'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}]",26,original,1441,pg_13,"[{'id': 6, 'name': 'Gainax'}, {'id': 103, 'name': 'Tatsunoko Production'}]",144,wednesday,18:30,1995.0,fall,119753,1343829,57621,33888,328261,1883352.0,0.9514,0.0486
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,2020-07-10,2020-09-25,"Resolved to become a more independent person, Yukino Yukinoshita decides to smoothen things out with her parents, and the first step toward achieving that goal is to prove herself.

As graduation draws closer for the third-year students, Iroha Isshiki—the president of the student council—requests a graduation prom in collaboration with the Volunteer Service Club. Yukino accepts this request of her own volition, hoping to use it as a chance to demonstrate her self-reliance, but what lies ahead of her may prove to be a hard hurdle to cross.

Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan revolves around the graduation prom as emotions are poured into the preparations for the event. At the same time, a chance for the Volunteer Service Club members to better understand each other presents itself. And thus, Hachiman Hikigaya's hectic and bittersweet high school life begins to draw to a close.

[Written by MAL Rewrite]",8.35,226,272,761732,420182,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",12,light_novel,1461,pg_13,"[{'id': 91, 'name': 'feel.'}]",145,friday,01:58,2020.0,summer,51342,516593,16055,10495,167196,761681.0,0.9651,0.0349
49926,Kimetsu no Yaiba: Mugen Ressha-hen,2021-10-10,2021-11-28,"A mysterious string of disappearances on a certain train has caught the attention of the Demon Slayer Corps, and they have sent one of their best to exterminate what can only be a demon responsible. However, the plan to board the Mugen Train is delayed by a lesser demon who is terrorizing the mechanics and targeting a kind, elderly woman and her granddaughter. Kyoujurou Rengoku, the Flame Hashira, must eliminate the threat before boarding the train.

Sent to assist the Hashira, Tanjirou Kamado, Inosuke Hashira, and Zenitsu Agatsuma enter the train prepared to fight. But their monstrous target already has a devious plan in store for them and the two hundred passengers: by delving deep into their consciousness, the demon intends to obliterate everyone in a stunning display of the power held by the Twelve Kizuki. 

[Written by MAL Rewrite]",8.35,229,236,834286,501102,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",7,manga,1455,r,"[{'id': 43, 'name': 'ufotable'}]",146,sunday,23:15,2021.0,fall,41923,713871,6145,10676,61622,834237.0,0.9798,0.0202
60108,One Piece: Gyojin Tou-hen,2024-11-03,airing,A special edited version of the Fish-Man Island arc from One Piece with an enhanced contemporary visual look.,8.35,231,4554,25761,3727,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",21,manga,1430,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",147,sunday,09:30,2024.0,fall,13668,5,382,323,11383,25761.0,0.9726,0.0274
57181,Ao no Hako,2024-10-03,airing,"Every morning, incoming first-year Taiki Inomata hurries to his high school gym in order to further refine his badminton skills. However, his true motivation stems from sharing the otherwise empty gym with second-year Chinatsu Kano, Taiki's crush and the star player of the girls' basketball team. Although Chinatsu seems unapproachable, Taiki gradually finds opportunities to get to know her little by little.

Unbeknownst to Taiki, his tireless work ethic and admiration motivate Chinatsu to work harder and strive to achieve her greatest ambitions. When her family must suddenly move overseas for work, Chinatsu decides to remain in Japan and shoot for victory at the national level. With nowhere to stay, she is taken in by Taiki's mother, who is longtime friends with Chinatsu's own. Overwhelmed with the new reality of living alongside the girl he loves, Taiki resolves to join Chinatsu at the national level in his own sport—and grow closer to her in the process.

Still, despite being good enough to catch his coach's eye, Taiki must fight an uphill battle to qualify for a spot on the starting team. Cheered on by both Chinatsu and gymnast Hina Chouno, his childhood friend, Taiki aims to make a name for himself among his powerful upperclassmen.

[Written by MAL Rewrite]",8.35,232,1496,165729,27880,white,tv,currently_airing,"[{'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",25,manga,1433,pg_13,"[{'id': 94, 'name': 'Telecom Animation Film'}]",148,thursday,23:56,2024.0,fall,96913,13,2188,2040,64555,165709.0,0.9745,0.0255
2251,Baccano!,2007-07-27,2007-11-02,"During the early 1930s in Chicago, the transcontinental train, Flying Pussyfoot, is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York, the ambitious scientist Szilard and his unwilling aide Ennis are looking for missing bottles of the immortality elixir. In addition, a war between the mafia groups is getting worse. On board the Advena Avis, in 1711, alchemists are about to learn the price of immortality.

Based on the award-winning light novels of the same name, Baccano! follows several events that initially seem unrelated, both in time and place, but are part of a much bigger story—one of alchemy, survival, and immortality. Merging these events together are the kindhearted would-be thieves, Isaac and Miria, connecting various people, all of them with their own hidden ambitions and agendas, and creating lifelong bonds and consequences for everyone involved.

[Written by MAL Rewrite] ",8.35,233,195,924576,388104,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 37, 'name': 'Supernatural'}]",13,light_novel,1480,r,"[{'id': 112, 'name': ""Brain's Base""}]",149,friday,00:30,2007.0,summer,45584,451171,37391,24323,366071,924540.0,0.9332,0.0668
185,Initial D First Stage,1998-04-19,1998-12-06,"Unlike his friends, Takumi Fujiwara is not particularly interested in cars, with little to no knowledge about the world of car enthusiasts and street racers. The son of a tofu shop owner, he is tasked to deliver tofu every morning without fail, driving along the mountain of Akina. Thus, conversations regarding cars or driving in general would only remind Takumi of the tiring daily routine forced upon him.

One night, the Akagi Red Suns, an infamous team of street racers, visit the town of Akina to challenge the local mountain pass. Led by their two aces, Ryousuke and Keisuke Takahashi, the Red Suns plan to conquer every racing course in Kanto, establishing themselves as the fastest crew in the region. However, much to their disbelief, one of their aces is overtaken by an old Toyota AE86 during a drive back home from Akina. After the incident, the Takahashi brothers are cautious of a mysterious driver geared with remarkable technique and experience in the local roads—the AE86 of Mount Akina.

[Written by MAL Rewrite]",8.35,237,607,403477,201523,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",26,manga,1500,pg_13,"[{'id': 36, 'name': 'Gallop'}, {'id': 126, 'name': 'Studio Comet'}]",150,tuesday,00:00,1998.0,spring,28631,253430,14206,8180,99001,403448.0,0.9445,0.0555
10030,Bakuman. 2nd Season,2011-10-01,2012-03-24,"With the serialization of their new manga, ""Detective Trap,"" the writer-artist team, Akito Takagi and Moritaka Mashiro, better known by their pseudonym Muto Ashirogi, are one step closer to becoming world-renowned mangaka. For Mashiro, however, serialization is just the first step. Having promised to marry his childhood sweetheart and aspiring voice actress, Azuki Miho, once his manga gets an anime adaptation, Mashiro must continue his to popularize Ashirogi's work. A tremendously competitive cast of ambitious mangaka—including the wild genius, Eiji Niizuma; the elegant student, Yuriko Aoki, and her older admirer and partner, Takurou Nakai; the lazy prodigy, Kazuya Hiramaru; and the abrasive artist, Shinta Fukuda—both support and compete against Muto Ashirogi in creating the next big hit.

As they adjust to their young and seemingly untested new editor, the dynamic duo struggle to maintain their current serialization, secure the top spot in Shounen Jack, and ultimately, achieve an anime adaptation of their manga. With new rivals and friends, Bakuman. 2nd Season continues Takagi and Mashiro's inspiring story of hard work and young love.

[Written by MAL Rewrite] ",8.34,238,690,359969,216077,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",25,manga,1470,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",151,saturday,17:30,2011.0,fall,11621,273952,7608,4878,61903,359962.0,0.9653,0.0347
41025,Fumetsu no Anata e,2021-04-12,2021-08-30,"An Orb, known only as It, is cast to Earth to be observed from afar. Capable of changing forms from beings whose reflections It captures, It first becomes a rock and then, due to the rising temperature, moss.

It does not move until one snowy day, a wolf at death's door barely crosses by. When It takes the animal's form, It attains awareness of its consciousness and starts to wander with an unclear destination in mind. Soon, It comes across the wolf's master—a young boy waiting for his tribe to return from a paradise abundant with fish and fruit in the south. Although the boy is lonely, he still hopes those whom he holds dear in his memories have not forgotten him and that he will reunite with them one day.

The boy wants to explore new surroundings and decides to abandon his home with It to find the paradise using the traces his tribe left behind. However, with a heavily injured body and no sight of his elder comrades, what will become of the boy?

Fumetsu no Anata e illustrates the story of an immortal being experiencing humanity, meeting all types of people in many places throughout time.

[Written by MAL Rewrite]",8.34,239,198,910633,385032,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",20,manga,1500,r,"[{'id': 112, 'name': ""Brain's Base""}]",152,monday,22:50,2021.0,spring,158963,392011,51035,39923,268600,910532.0,0.9001,0.0999
46654,IDOLiSH7 Third Beat! Part 2,2022-10-02,2023-02-26,"IDOLiSH7 is more successful than ever, but no one is smiling because a new threat has taken the stage: the debuting idol group ŹOOĻ. Managed by the nefarious entertainment executive Ryou Tsukumo, they will stop at nothing to get their way, resorting to all kinds of underhanded tactics to bring down their rivals. TRIGGER's image has already been ruined by scandal, and IDOLiSH7 and Re:vale are headed for the same fate—or worse.

Meanwhile, Zero, the legendary idol who disappeared 15 years ago, continues to haunt the present through those he left behind. His manager seems to be in contact with Tsukumo for his own schemes, and Zero's songwriter reveals himself in a letter after having been missing for years. IDOLiSH7 finds an ally in Re:vale to thwart ŹOOĻ's plans while trying to make sense of Zero's colleagues' actions, but it may be impossible for everyone to emerge unscathed.

[Written by MAL Rewrite]",8.34,240,5587,15455,5051,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 61, 'name': 'Idols (Male)'}, {'id': 19, 'name': 'Music'}]",17,game,1440,pg_13,"[{'id': 1103, 'name': 'TROYCA'}]",153,sunday,22:30,2022.0,fall,1603,6373,362,450,6665,15453.0,0.9475,0.0525
31988,Hibike! Euphonium 2,2016-10-06,2016-12-29,"Following their success in the qualifying round for the Kansai regional competition, the members of the Kitauji High School concert band set their sights on the next upcoming performance. Utilizing their summer break to the utmost, the band participates in a camp where they are instructed by their band advisor Noboru Taki and his friends who make their living as professional musicians.

Kumiko Oumae and her friends remain determined to attain gold at the Kansai competition, but trouble arises when a student who once quit the band shows interest in rejoining and sparks unpleasant memories for the second-year members. Kumiko also learns about her teacher's surprising past and the motivation behind his desire to lead the band to victory. Reaching nationals will require hard work, and the adamant conviction in each student's commitment to the band will be put to the test.

[Written by MAL Rewrite]",8.33,247,1053,241678,127644,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 70, 'name': 'Performing Arts'}, {'id': 23, 'name': 'School'}]",13,novel,1420,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",156,thursday,00:00,2016.0,fall,11650,155863,6193,3907,64057,241670.0,0.9582,0.0418
22535,Kiseijuu: Sei no Kakuritsu,2014-10-09,2015-03-26,"All of a sudden, they arrived: parasitic aliens that descended upon Earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets. These insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey.
 
Sixteen-year-old high school student Shinichi Izumi falls victim to one of these parasites, but it fails to take over his brain, ending up in his right hand instead. Unable to relocate, the parasite, now named Migi, has no choice but to rely on Shinichi in order to stay alive. Thus, the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species.

[Written by MAL Rewrite]",8.33,249,42,1928976,1189338,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}, {'id': 41, 'name': 'Suspense'}]",24,manga,1380,r,"[{'id': 11, 'name': 'Madhouse'}]",157,thursday,01:29,2014.0,fall,97985,1471601,45760,35822,277722,1928890.0,0.9577,0.0423
13601,Psycho-Pass,2012-10-12,2013-03-22,"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work.

Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt.

[Written by MAL Rewrite]",8.33,251,62,1673458,800980,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}]",22,original,1380,r,"[{'id': 10, 'name': 'Production I.G'}]",158,friday,00:45,2012.0,fall,112409,962238,73625,54477,470639,1673388.0,0.9234,0.0766
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,2020-07-08,2020-09-30,"A reunion that was supposed to spell the arrival of peaceful times is quickly shattered when Subaru Natsuki and Emilia return to Irlam village. Witnessing the devastation left behind by the calamities known as Sin Archbishops, Subaru sinks into the depths of despair as his ability to redo proves futile.

As the group makes their way to the Sanctuary in search of answers, Subaru has an unexpected encounter with the Witch of Greed—Echidna. Subjected to her untamed rhythm, he is forced to dive into the spirals of the past and future. At the same time, several mysterious threats set their sights on the Sanctuary, heralding a horrific fate for the hapless people trapped within.

Everlasting contracts, past sins, and unrequited love will clash and submerge into a river of blood in the second season of Re:Zero kara Hajimeru Isekai Seikatsu. Pushed to the brink of hopelessness, how long will Subaru's resolve to save his loved ones last?

[Written by MAL Rewrite]",8.33,252,129,1164995,679075,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}, {'id': 78, 'name': 'Time Travel'}]",13,light_novel,1588,r,"[{'id': 314, 'name': 'White Fox'}]",159,wednesday,22:30,2020.0,summer,89946,840475,22095,15392,197018,1164926.0,0.9678,0.0322
