id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,source,average_episode_duration,rating,background,studios,statistics,ova_ranking
2514,Meitantei Conan OVA 04: Conan to Kid to Crystal Mother,"{'medium': 'https://cdn.myanimelist.net/images/anime/2/31141.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/2/31141l.jpg'}",2004,2004,"Once again, Kaitou Kid has a target in mind: the Crystal Mother, Europe's largest topaz owned by Queen Selizabeth of the Principality of Ingram. He intends to steal this jewel while the Queen is stuck on a train from Tokyo to Osaka. However, Kid's abilities are put to the test, as the Queen has already concealed the gem somewhere aboard the train. 

Conan Edogawa, who is among train's passengers, suspects an attack from the phantom thief and begins investigating on his own, while Inspector Ginzou Nakamori is ready for a new confrontation against the elusive jewelry robber. 

[Written by MAL Rewrite]",7.5,1931,5257,18210,9208,white,2007-05-24T08:18:13+00:00,2023-11-25T13:57:04+00:00,ova,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,,manga,1500,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '254', 'completed': '14986', 'on_hold': '152', 'dropped': '171', 'plan_to_watch': '2643'}, 'num_list_users': 18206}",179
9645,Be-Bop Highschool,"{'medium': 'https://cdn.myanimelist.net/images/anime/1667/98768.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1667/98768l.jpg'}",1990-01-26,1998-10,"For the invincible and basically happy punk lads Hiroshi and Toru, what they care about every day is to get a lot of attention from girls and to win the fights against the lads from other schools. Whenever provoked, they just go out fighting and settle the situation no matter what it costs.

(Source: AniDB)",7.49,1963,6699,9928,2474,white,2010-10-03T20:58:15+00:00,2022-04-17T07:40:11+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 55, 'name': 'Delinquents'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",7,"{'year': 1990, 'season': 'winter'}",manga,3000,r+,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '731', 'completed': '2895', 'on_hold': '363', 'dropped': '280', 'plan_to_watch': '5657'}, 'num_list_users': 9926}",180
194,Macross Zero,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/76289.webp', 'large': 'https://cdn.myanimelist.net/images/anime/12/76289l.webp'}",2002-12-21,2004-10-20,"Taking place one year before the Zentraedi arrive on Earth, Macross Zero chronicles the final days of the war between the U.N. Spacy and anti-U.N. factions. After being shot down by the anti-U.N.'s newest fighter plane, ace pilot Shin Kudo finds himself on the remote island of Mayan, where technology is almost non-existent. While Shin stays on the island to heal his wounds, the tranqulity of the island is shattered by a battle that involves the UN's newest fighter - the VF-0. 

(Source: ANN)",7.49,1979,3664,40723,20133,white,2005-11-12T06:57:58+00:00,2022-12-13T12:40:00+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}]",5,"{'year': 2002, 'season': 'fall'}",original,1800,r+,,"[{'id': 41, 'name': 'Satelight'}]","{'status': {'watching': '1252', 'completed': '26053', 'on_hold': '810', 'dropped': '566', 'plan_to_watch': '12040'}, 'num_list_users': 40721}",181
8331,Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,"{'medium': 'https://cdn.myanimelist.net/images/anime/2/21912.webp', 'large': 'https://cdn.myanimelist.net/images/anime/2/21912l.webp'}",2010-04-17,2010-04-17,"Another special to accompany the release of the 14th feature film, The Lost Ship in the Sky. Along with a number of previous episodes, the original episode contained within will take place after the events of the film.",7.49,1981,6183,11965,5384,white,2010-03-07T01:41:50+00:00,2023-11-25T14:17:37+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2010, 'season': 'spring'}",manga,1531,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '181', 'completed': '8934', 'on_hold': '148', 'dropped': '183', 'plan_to_watch': '2515'}, 'num_list_users': 11961}",182
5713,Minami-ke Betsubara,"{'medium': 'https://cdn.myanimelist.net/images/anime/1458/133565.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1458/133565l.webp'}",2009-06-23,2009-06-23,"Valentine's Day is approaching; Hosaka is still trying to express his love to Haruka by cooking, cross-dressing Mako-chan fears to be found out, Kana-""sensei"" teaches the other girls how to ""win"" Valentine's Day, and Fujioka is desperately trying to receive Kana's chocolate.",7.48,1994,4230,30076,15715,white,2008-12-12T14:56:49+00:00,2022-12-24T02:19:26+00:00,ova,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 4, 'name': 'Comedy'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 2009, 'season': 'spring'}",manga,1500,pg_13,,"[{'id': 163, 'name': 'asread.'}]","{'status': {'watching': '436', 'completed': '22424', 'on_hold': '320', 'dropped': '204', 'plan_to_watch': '6689'}, 'num_list_users': 30073}",183
30347,Nanatsu no Taizai OVA,"{'medium': 'https://cdn.myanimelist.net/images/anime/1973/97505.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1973/97505l.webp'}",2015-06-17,2015-08-12,"OVA bundled with the 15th and 16th volume of the manga.

15th volume DVD will feature the sin of greed as the central character.

16th volume DVD will feature side stories of the main characters in omnibus format.

(Source: MAL News)",7.48,1995,1301,193440,104641,white,2015-03-16T19:43:32+00:00,2022-04-13T17:44:20+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",2,"{'year': 2015, 'season': 'spring'}",manga,1440,pg_13,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '4219', 'completed': '163532', 'on_hold': '1497', 'dropped': '911', 'plan_to_watch': '23274'}, 'num_list_users': 193433}",184
5493,Ranma ½: Akumu! Shunmin Kou,"{'medium': 'https://cdn.myanimelist.net/images/anime/10/63469.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/63469l.jpg'}",2008-07-30,2008-07-30,"Twelve years after the final OVA was shown, and the end of the manga, a new piece of Ranma ½ animation was made for the ""It's a Rumic World"" exhibition of Rumiko Takahashi's artwork. The new 30 minute special is based on the ""Nightmare! Incense of Spring Sleep"" manga story from volume 34, and was shown on odd numbered days at the ""It's A Rumic World"" exhibition in Tokyo from July 30th to August 11th.

(Source: Wikipedia)",7.48,1998,5652,15066,6788,white,2008-11-09T08:04:50+00:00,2022-10-24T23:19:35+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 65, 'name': 'Magical Sex Shift'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2008, 'season': 'summer'}",manga,1923,r+,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '330', 'completed': '10518', 'on_hold': '257', 'dropped': '186', 'plan_to_watch': '3773'}, 'num_list_users': 15064}",185
38793,Tensei shitara Slime Datta Ken OVA,"{'medium': 'https://cdn.myanimelist.net/images/anime/1230/118297.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1230/118297l.webp'}",2019-07-09,2020-11-27,"One day, Shuna and Shion are fighting over Rimuru's squishy slime body as usual. Rimuru figures that giving them each a body double of himself would solve the conflict, but when he imagines some of his other friends asking him to do the same for them, he quickly drops that plan. Then he comes up with the idea to make a cushion in the shape of his slime form. He travels around Tempest to see if his friends know of any good materials he can use, and he learns that a special type of sand found along a lake shore in the forest is exactly what he's looking for. So he sets out to collect some sand... but a monster is waiting for him by the lake! What's more, Milim hears about his plan for a picnic and comes racing down from the sky!

(Source: Crunchyroll)",7.48,2002,1033,246424,124090,white,2018-12-07T03:49:28+00:00,2024-11-11T21:29:52+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}]",5,"{'year': 2019, 'season': 'summer'}",manga,1396,pg_13,"Each episode was bundled with special editions of manga volumes 12 through 16, respectively.
","[{'id': 441, 'name': '8bit'}]","{'status': {'watching': '23158', 'completed': '168247', 'on_hold': '6941', 'dropped': '3249', 'plan_to_watch': '44791'}, 'num_list_users': 246386}",186
1488,Area 88,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/2856.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/11/2856l.jpg'}",1985-02-05,1986-06-15,"After being tricked into signing a document by someone he considered a friend, Shin Kazama is forced to become a fighter pilot in the foreign legion of mercenaries, who are fighting in a civil war for the nation of Aslan. Hellbent on earning enough money to break his contract and return to Japan, Shin has managed to become one of the most lethal pilots at the base known as Area 88. But having spent so much time in a place where one's life is always in jeopardy, will Shin remain the same man if and when he can return to the civilian world?

[Written by MAL Rewrite]",7.48,2009,5048,20165,7357,white,2006-09-06T04:37:09+00:00,2023-10-10T15:51:09+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",3,"{'year': 1985, 'season': 'winter'}",manga,3900,r+,"Area 88 was published by Central Park Media as three VHS tapes and laserdiscs in 1992. In 2000, the first two episodes were released on DVD. In 2006, ADV Films acquired the license and released a DVD version of the OVA edited into two long episodes. Discotek Media published a remaster of Area 88 on DVD on October 30, 2018.","[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '709', 'completed': '8877', 'on_hold': '410', 'dropped': '355', 'plan_to_watch': '9811'}, 'num_list_users': 20162}",187
5177,Denpa-teki na Kanojo,"{'medium': 'https://cdn.myanimelist.net/images/anime/1722/111810.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1722/111810l.jpg'}",2009-02-04,2009-12-04,"Delinquent Juu Juuzawa is a lone wolf who does not see much use in befriending people. So when a girl named Ame Ochibana claims they are linked together from their previous lives, he is highly skeptical and doesn't want anything to do with her. Even stranger is that her fondest wish is to be his servant. Thinking that Ame must be delusional, he tries to distance himself from her. But when a classmate is murdered, Juu instead decides to keep her close, believing the strange girl to be the culprit. However, her intelligence and skill begin to prove invaluable as the two begin working together to solve the murder.

Denpa-teki na Kanojo weaves together a story of love, loss, and devotion, showing that allies can be found in the most unlikely of places.

[Written by MAL Rewrite]",7.48,2013,1616,150952,68066,white,2008-09-01T23:16:39+00:00,2022-04-14T22:12:12+00:00,ova,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 23, 'name': 'School'}, {'id': 41, 'name': 'Suspense'}]",2,"{'year': 2009, 'season': 'winter'}",light_novel,2520,r,First episode aired online from Feb 4th - 8th on Bandai Channel.,"[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '5708', 'completed': '83018', 'on_hold': '2351', 'dropped': '1649', 'plan_to_watch': '58218'}, 'num_list_users': 150944}",188
40841,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,"{'medium': 'https://cdn.myanimelist.net/images/anime/1931/114311.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1931/114311l.webp'}",2020-03-10,2020-03-10,"Eustachius no Shitamachi Sennyuu Dai Sakusen (Eustachius' Incognito Operation Downtown)
To get more information about Myne and her strange background, Head Priest Ferdinand sends two nobles, Eustachius and Eckhard, to investigate everything regarding her life within her hometown. However, things do not go the way they expected.

Corinna-sama no Otaku Houmon (Visiting Missus Corinna)
Otto's wife, Corinna, takes an interest in the outfit that Myne wore at her baptism. Corinna summons her alongside her mother, Eva, and sister, Turi, wishing to know the procedure in making such sophisticated attire and accessories. Naturally, for Myne, she sees an excellent opportunity for profit.

[Written by MAL Rewrite]",7.47,2034,3486,44538,25114,white,2019-12-09T06:55:43+00:00,2023-02-18T09:14:39+00:00,ova,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}]",1,"{'year': 2020, 'season': 'winter'}",light_novel,1440,pg_13,"The first part is a side-story chapter from Part 3 Volume 2 that happens chronologically at the end of Part 1 while the second part is a side-story chapter from Part 1 Volume 3. 

The episode was released on Bluray by Sentai Filmworks.","[{'id': 30, 'name': 'Ajia-do'}]","{'status': {'watching': '637', 'completed': '36773', 'on_hold': '232', 'dropped': '184', 'plan_to_watch': '6703'}, 'num_list_users': 44529}",189
50846,New Initial D Movie: Battle Digest,"{'medium': 'https://cdn.myanimelist.net/images/anime/1207/120556.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1207/120556l.jpg'}",2022-01-07,2022-01-07,"New Initial D Movie: Battle Digest is a compilation film in the New Initial D Movie series. It features the battle scenes from the Initial D Legends films with a new soundtrack, in a similar fashion to the Battle Stages.

(Source: Initial D Wiki)",7.47,2044,7748,6902,1671,white,2022-01-18T07:38:16+00:00,2022-04-17T00:45:50+00:00,ova,finished_airing,"[{'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",1,"{'year': 2022, 'season': 'winter'}",manga,2837,pg_13,,"[{'id': 537, 'name': 'SANZIGEN'}, {'id': 839, 'name': 'LIDENFILMS'}]","{'status': {'watching': '341', 'completed': '2444', 'on_hold': '126', 'dropped': '137', 'plan_to_watch': '3854'}, 'num_list_users': 6902}",190
15775,Saint☆Oniisan,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/53249.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/53249l.jpg'}",2012-12-03,2013-08-23,"Jesus Christ and Gautama Buddha, the founders of Christianity and Buddhism, are living together as roommates in a Tokyo apartment while taking a vacation on Earth. The comedy often involves jokes about Christianity, Buddhism, and all things related, as well as the main characters' attempts to hide their identities and understand modern society in Japan.

",7.47,2047,2265,94549,41843,white,2012-10-04T20:33:27+00:00,2022-04-16T01:41:06+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",2,"{'year': 2012, 'season': 'fall'}",manga,1230,pg_13,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '3483', 'completed': '54951', 'on_hold': '1783', 'dropped': '983', 'plan_to_watch': '33344'}, 'num_list_users': 94544}",191
13267,Shinryaku!! Ika Musume,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/39055.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/39055l.jpg'}",2012-08-08,2014-09-08,"Original anime DVD bundled with the 12th, 14th, and 17th volumes of the manga.",7.47,2052,4300,28980,13930,white,2012-03-13T07:26:07+00:00,2023-07-11T05:12:44+00:00,ova,finished_airing,"[{'id': 51, 'name': 'Anthropomorphic'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}]",3,"{'year': 2012, 'season': 'summer'}",manga,1440,pg_13,,"[{'id': 51, 'name': 'Diomedéa'}]","{'status': {'watching': '1976', 'completed': '17790', 'on_hold': '1284', 'dropped': '392', 'plan_to_watch': '7534'}, 'num_list_users': 28976}",192
1577,Taiho Shichau zo,"{'medium': 'https://cdn.myanimelist.net/images/anime/1498/97153.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1498/97153l.jpg'}",1994-09-24,1995-11-25,"Running late on her first day as a patrol woman for the Bokuto Police Department, spunky moped rider Natsumi Tsujimoto decides to take several shortcuts, only to be chased down and cited by mechanical genius and expert police driver Miyuki Kobayakawa. Upon arrival at the precinct, Natsumi finds out that her new partner is the same woman who ticketed her earlier. At first, she doesn't trust Miyuki, but in a short period of time, they develop an unbreakable friendship that overcomes traffic accidents, reckless drivers and even the strongest typhoons to hit Tokyo. 

(Source: ANN)",7.46,2062,4132,31821,9589,white,2006-10-15T14:45:17+00:00,2022-03-30T20:57:37+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 42, 'name': 'Seinen'}, {'id': 48, 'name': 'Workplace'}]",4,"{'year': 1994, 'season': 'summer'}",manga,1742,pg_13,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '1660', 'completed': '12444', 'on_hold': '717', 'dropped': '420', 'plan_to_watch': '16577'}, 'num_list_users': 31818}",193
5251,Angel Densetsu,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/27104.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/27104l.jpg'}",1996-12-13,1996-12-13,"When Seikichi Kuroda—self-proclaimed ""guardian"" and head thug of Hekikuu High School—hears rumors of a first-year transfer student named Seiichirou Kitano terrorizing his entire class, Seikichi tries to intimidate him through authority. However, things go awry when he witnesses something horrifying—Seiichirou has a face so dreadful and haunting that even Seikichi hurries away in fear.

But despite his menacing appearance, Seiichirou has a heart of gold. Inhibited by his poor communication skills and fear-inducing looks, he has never managed to convey his true self to his terrified peers, resulting in his lifelong ostracization. Now the new guardian, Seiichirou discovers that sometimes friends can be found in the most unlikely places and through the most unusual circumstances.

[Written by MAL Rewrite]",7.46,2069,3580,42579,23146,white,2008-09-14T02:45:11+00:00,2022-04-17T06:50:00+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 55, 'name': 'Delinquents'}, {'id': 23, 'name': 'School'}]",2,"{'year': 1996, 'season': 'fall'}",manga,1440,r,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '1184', 'completed': '29391', 'on_hold': '431', 'dropped': '341', 'plan_to_watch': '11230'}, 'num_list_users': 42577}",194
9982,Fairy Tail OVA,"{'medium': 'https://cdn.myanimelist.net/images/anime/10/65661.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/65661l.jpg'}",2011-04-15,2013-06-17,"When the members of Fairy Tail are not destroying towns or defeating powerful foes, they are attending school, traveling back in time, visiting water parks, and taking on odd jobs from strange clients. No matter where they go, a fun adventure always awaits, sometimes in the most unexpected form!

[Written by MAL Rewrite]
",7.46,2079,1465,169257,95690,white,2010-12-08T21:04:15+00:00,2024-05-22T14:53:03+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",5,"{'year': 2011, 'season': 'spring'}",manga,1645,pg_13,,"[{'id': 41, 'name': 'Satelight'}, {'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '9304', 'completed': '135525', 'on_hold': '4119', 'dropped': '2358', 'plan_to_watch': '17943'}, 'num_list_users': 169249}",195
1395,Future GPX Cyber Formula Sin,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/29342.webp', 'large': 'https://cdn.myanimelist.net/images/anime/6/29342l.webp'}",1998-12-21,2000-03-17,"After Aoi Zip Formula was banned for one year from Cyber Formula racing due to cheating, Jotaro Kaga, alias Bleed Kaga, returns for the 17th Cyber Formula World Grand Prix. However his old car is no match for the returning champion Hayato Kazami, whose skill has improved tremendously, and his Nu-Asurada AKF-0. An old face, Kyoshiro Nagumo, appears suddenly to him and offers him the Ogre AN-21: a prototype to the Bio-Computer operated Al-Zard series created by the developers of the Asurada, and an ultimate racing machine that only a few can drive. Kaga must now master this car, confront his own inner demons and, most importantly, defeat his longtime rival Hayato in what is possibly Kaga's last and greatest Cyber Formula season.

(Source: ANN)",7.46,2081,10083,3318,1349,white,2006-08-19T19:01:09+00:00,2022-11-06T09:20:27+00:00,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 24, 'name': 'Sci-Fi'}]",5,"{'year': 1998, 'season': 'fall'}",original,1671,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '147', 'completed': '1853', 'on_hold': '68', 'dropped': '106', 'plan_to_watch': '1143'}, 'num_list_users': 3317}",196
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,"{'medium': 'https://cdn.myanimelist.net/images/anime/10/23761.webp', 'large': 'https://cdn.myanimelist.net/images/anime/10/23761l.webp'}",2004-09-24,2004-09-24,"Sora Naegino has finally consolidated herself as Kaleido Stage's greatest star ever, and a new star starts to shine as Rosetta Passel is selected to participate in the next attraction in a main role. But when things start to go wrong in the rehearsals, Rosetta starts to question her abillity to take the role, as her own capacity to remain in Kaleido Stage. Meanwhile, Fool also struggles with his demons from the past. ",7.45,2098,5677,14865,7668,white,2005-12-26T06:48:01+00:00,2022-10-31T10:39:37+00:00,ova,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 70, 'name': 'Performing Arts'}]",1,"{'year': 2004, 'season': 'summer'}",original,1459,pg,,"[{'id': 3, 'name': 'Gonzo'}]","{'status': {'watching': '248', 'completed': '11461', 'on_hold': '141', 'dropped': '128', 'plan_to_watch': '2884'}, 'num_list_users': 14862}",197
34480,Shokugeki no Souma: Ni no Sara OVA,"{'medium': 'https://cdn.myanimelist.net/images/anime/1032/96640.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1032/96640l.webp'}",2017-05-01,2017-07-04,"Having completed their Stagiaire assignments, the residents of Polar Star Dormitory and their friends visit a hot springs inn. Though they planned on relaxing, these young chefs step up to the plate when the inn's entire kitchen staff suffer accidents. Unbeknownst to them, they will not be cooking for any ordinary patrons.

Sometime after this trip, Souma Yukihira's desire for worthy opponents is stoked when he, Megumi Tadokoro, and the other Autumn Election quarter-finalists are invited to the annual Autumn Leaves Viewing event. The eight Tootsuki freshmen have a special opportunity to enjoy tea with the Elite Ten Council—including the Tenth Seat Erina Nakiri, who participates alongside her first-year classmates. Though it is framed as a friendly introduction between nine promising underclassmen and nine prestigious upperclassmen, Director Senzaemon Nakiri sees this meeting for what it is: a first encounter between the current reigning elite and their eventual usurpers. 

[Written by MAL Rewrite]",7.45,2115,1478,168190,84987,white,2016-12-05T06:52:29+00:00,2022-04-13T21:49:11+00:00,ova,finished_airing,"[{'id': 9, 'name': 'Ecchi'}, {'id': 47, 'name': 'Gourmet'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",2,"{'year': 2017, 'season': 'spring'}",manga,1500,pg_13,,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '4881', 'completed': '129088', 'on_hold': '1692', 'dropped': '978', 'plan_to_watch': '31542'}, 'num_list_users': 168181}",198
36962,Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,"{'medium': 'https://cdn.myanimelist.net/images/anime/1449/97894.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1449/97894l.jpg'}",2018-05-02,2018-05-02,"Following the sudden changes to Tootsuki Culinary Academy's administration, Erina Nakiri runs away from home to escape the torment of her oppressive father. Taking refuge at Polar Star Dormitory, the chaotic environment she ends up in is a far cry from her usual refined lifestyle. However, with the help of her friends, Erina gradually finds her place among the dormitory's eccentric residents—creating memorable experiences outside the world of cooking along the way.

[Written by MAL Rewrite]",7.45,2116,2387,86647,36506,white,2017-12-17T08:50:02+00:00,2022-10-05T10:16:43+00:00,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2018, 'season': 'spring'}",manga,1434,pg_13,Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina was bundled with the release of the 29th volume of the Shokugeki no Souma manga.,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '1618', 'completed': '57813', 'on_hold': '758', 'dropped': '474', 'plan_to_watch': '25974'}, 'num_list_users': 86637}",199
10573,Tennis no Oujisama: Another Story II - Ano Toki no Bokura,"{'medium': 'https://cdn.myanimelist.net/images/anime/8/29026.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/8/29026l.jpg'}",2011-08-26,2011-10-26,"1. Tanjou! Buchou Shiraishi Kuranosuke
2. Seishun Gakuen Nanafushigi
3. Kyuushuu Nitsubasa
4. Jirou no Mezame",7.45,2120,6269,11568,4939,white,2011-04-08T16:47:57+00:00,2024-04-02T02:08:11+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",4,"{'year': 2011, 'season': 'summer'}",manga,1320,pg_13,"Tennis no Oujisama: Another Story II - Ano Toki no Bokura was published in two DVDs, each containing two episodes. The first DVD released on August 26, 2011 and the second DVD released on October 26, 2011.","[{'id': 463, 'name': 'M.S.C'}]","{'status': {'watching': '302', 'completed': '8185', 'on_hold': '175', 'dropped': '197', 'plan_to_watch': '2708'}, 'num_list_users': 11567}",200
12187,Carnival Phantasm EX Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/64281.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/64281l.jpg'}",2011-11-26,2011-11-26,"A DVD-only episode bundled with the special edition Take Moon volume. 

Caren Ortensia attempts to control the world using money with varying degrees of success, Phantas-Moon receives a movie adaption of her T.V. show, and Shiki is involved in a love plot that spans years.   

(Source: Wikipedia)",7.45,2130,3273,49997,28426,white,2011-11-28T21:53:07+00:00,2021-11-26T04:34:33+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2011, 'season': 'fall'}",manga,1216,pg_13,,"[{'id': 456, 'name': 'Lerche'}]","{'status': {'watching': '806', 'completed': '40008', 'on_hold': '442', 'dropped': '240', 'plan_to_watch': '8502'}, 'num_list_users': 49998}",201
34513,Days: Touin Gakuen-sen!,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/88505.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/88505l.jpg'}",2018-03-16,2018-07-17,"Sequel to DAYS.

The final match against Touyin Gakuin for National High School Soccer Tournament Tokyo Preliminary.

(Source: MAL News)",7.44,2148,4641,24695,7555,white,2016-12-09T22:21:18+00:00,2022-12-16T20:39:29+00:00,ova,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",3,"{'year': 2018, 'season': 'winter'}",manga,1560,pg_13,,"[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '683', 'completed': '10998', 'on_hold': '240', 'dropped': '278', 'plan_to_watch': '12495'}, 'num_list_users': 24694}",202
