id,title,start_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,airing_ranking,end_date,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
58714,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",2024-10-07,"Noel longs to be a Seeker like his heroic grandfather, slaying the beasts that emerge from Abysses and exploring far-off lands. Unfortunately, it turns out he's nothing but a measly Talker–a job with no combat skills whatsoever. Undaunted, Noel sets out to establish the strongest clan in all the land, using his silver-tongued Talker skills to unite assassins and heroes under his leadership.

(Source: Seven Seas Entertainment)",7.14,3666.0,2848,65071,11369,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",12,light_novel,1420,r,"[{'id': 1440, 'name': 'Felix Film'}, {'id': 2387, 'name': 'Ga-Crew'}]",56,2024-12-17,monday,23:30,2024.0,fall,40154,4,824,2243,21842,65067.0,0.9529,0.0471
56228,Rekishi ni Nokoru Akujo ni Naru zo,2024-10-02,"The kind and compassionate heroine of an otome game may be as flawless as she is admirable, but a certain young woman from Japan much prefers the villainess, Alicia Williams. She sees sense in Alicia's ruthless verbal abuse and values her discipline and fortitude. On the other hand, aside from always toying with Prince Duke Seeker's emotions, the commoner heroine seems to only spout lip service.

Given the choice, the young woman would love to be reincarnated as Alicia—and her wish suddenly comes true! Seven-year-old Alicia awakens with the memories of her past life, now aware of all the future events, outcomes, and the world's secrets. She has no fear; to outsmart the heroine and avoid a bad ending, all Alicia needs is hard work, mastery of her noble family's dark magic, and the determination to become the greatest villainess in history.

[Written by MAL Rewrite]",7.13,3737.0,2769,68306,11009,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}, {'id': 83, 'name': 'Villainess'}]",13,light_novel,1420,pg_13,"[{'id': 1978, 'name': 'Maho Film'}]",57,2024-12-25,wednesday,00:30,2024.0,fall,40587,0,810,2070,24825,68292.0,0.9578,0.0422
56964,Raise wa Tanin ga Ii,2024-10-07,"After years of animosity, the leaders of Osaka's Somei and Tokyo's Miyama yakuza groups have called a truce—by arranging an engagement between their respective grandchildren, Yoshino Somei and Kirishima Miyama. To this end, 17-year-old Yoshino moves to Tokyo to live with the Miyama family and attend school with her new fiancé. Although Kirishima is all smiles and perfectly polite, there is something unsettling about his demeanor that Yoshino cannot put her finger on.

Yoshino's suspicions are soon confirmed: despite his manners, Kirishima is a masochistic maniac. He hurts people without batting an eye and also revels in being punished verbally and physically himself. What he wants most is a spoiled and arrogant fiancée who will ruin his life. When Yoshino does not quite meet his expectations, he reveals his true colors and openly insults her. However, instead of running away in fear, Yoshino decides to take revenge by making Kirishima fall in love with her and then ruthlessly breaking his heart.

[Written by MAL Rewrite]",7.12,3758.0,2420,85028,11419,white,tv,currently_airing,"[{'id': 68, 'name': 'Organized Crime'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}]",12,manga,1420,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",58,2024-12-23,monday,23:00,2024.0,fall,45814,1,1149,3276,34776,85016.0,0.948,0.052
55994,Sword Art Online Alternative: Gun Gale Online II,2024-10-05,"A new tournament, Squad Jam 3, has been announced in the popular VR game Gun Gale Online. This time, Pitohui, one of the best performers in the previous competition, offers to team up with Karen Kohiruimaki, better known in-game as LLENN, the ""Pink Devil."" Despite her initial reluctance, Karen agrees to join Pitohui's team, LPFM, since she looks forward to facing SHINC, her rivals from the previous Squad Jam.

The newly formed LPFM enrolls in the tournament and is quickly recognized as the favorite to win due to the caliber of its players. As they strive to come out on top and win Squad Jam 3, LLENN, Pitohui, and the other members of LPFM battle against other competitors and tackle unexpected challenges.

[Written by MAL Rewrite]",7.12,3766.0,2336,89643,7278,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 38, 'name': 'Military'}, {'id': 79, 'name': 'Video Game'}]",12,light_novel,1419,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",59,2024-12-21,saturday,00:00,2024.0,fall,33072,8,1055,1593,53912,89640.0,0.9705,0.0295
48956,Wu Shang Shen Di 2nd Season,2021-05-21,The second season of Wu Shang Shen Di.,7.1,3849.0,10329,3066,805,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 37, 'name': 'Supernatural'}]",400,novel,420,pg_13,"[{'id': 2042, 'name': 'Ruo Hong Culture'}]",60,airing,NIL,NIL,2021.0,spring,2096,0,245,259,458,3058.0,0.8352,0.1648
57611,Kimi wa Meido-sama.,2024-10-06,"One day, Hitoyoshi Yokoya wakes up to a mysterious nameless girl dressed as a maid ringing his doorbell, asking to be his servant. With her former master referring her to the Yokoya household, she offers her expertise as an assassin. Intimidated by her background, Hitoyoshi tries to send her away; but when she leaves something behind, he rushes to return it to her and is nearly hit by a truck in the process. With her fast reflexes, the girl saves him just in time, and Hitoyoshi ends up taking her in. 

Ironically, the maid lacks any skills apart from the art of killing she has perfected since childhood. Nevertheless, Hitoyoshi welcomes the girl with open arms, encouraging her to leave her monochromatic past behind and experience a normal life. To seal the deal, Hitoyoshi names her Yuki, marking the beginning of her path to redemption and happiness.

[Written by MAL Rewrite]",7.1,3867.0,2349,88718,12194,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}]",12,web_manga,1380,pg_13,"[{'id': 1440, 'name': 'Felix Film'}]",61,2024-12-22,sunday,01:30,2024.0,fall,44203,5,1518,4194,38785,88705.0,0.9356,0.0644
50855,"Yamato yo, Towa ni: Rebel 3199",2024-07-19,Sequel to Uchuu Senkan Yamato 2205: Aratanaru Tabidachi.,7.07,3992.0,9563,3923,166,white,movie,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",0,original,0,pg_13,"[{'id': 2246, 'name': 'studio MOTHER'}]",62,airing,NIL,NIL,2024.0,summer,642,0,107,49,3124,3922.0,0.9602,0.0398
55150,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,2024-10-09,"Jill Savelle—fiancée of the crown prince Gerald der Kratos and known as the ""Lady Goddess of War""—is being hunted down by the same country she swore to protect. Betrayed by her betrothed, she is framed as a traitor and imprisoned. In her last moments, Jill is filled with regret, but just as death approaches, she awakens six years in the past. This time, she will not be a mere pawn.

Now as a 10-year-old girl, Jill resolves to escape her imminent engagement to the prince. To this end, she jokingly professes her love to the 19-year-old dragon emperor Hadis Teos Rave, who will one day stain the land in blood due to madness. But against all expectations, he accepts!

In contrast to the tyrant from Jill's memories, the Hadis of this time is a kind albeit unfortunate emperor. Can Jill prevent Hadis from descending down the same dark, villainous road, or is he bound to an inevitable future?

[Written by MAL Rewrite]",7.07,3993.0,3051,56940,8155,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}, {'id': 78, 'name': 'Time Travel'}]",12,light_novel,1420,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",63,2024-12-25,wednesday,22:00,2024.0,fall,30193,3,711,1913,24115,56935.0,0.9539,0.0461
59989,Kami no Tou: Koubou-sen,2024-10-06,Second part of Tower of God Season 2.,7.07,4020.0,2572,77004,11695,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 7, 'name': 'Mystery'}]",0,web_manga,1434,pg_13,"[{'id': 229, 'name': 'The Answer Studio'}]",64,airing,sunday,23:00,2024.0,fall,51419,2,1058,1434,23085,76998.0,0.9676,0.0324
1199,Nintama Rantarou,1993-04-10,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. 

With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama.

The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes. ",7.07,4033.0,7340,7918,2535,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",0,manga,600,g,"[{'id': 30, 'name': 'Ajia-do'}, {'id': 198, 'name': 'Gakken'}]",65,airing,other,18:50,1993.0,spring,2203,1,1228,1686,2798,7916.0,0.6319,0.3681
58711,Jueshi Zhan Hun,2024-04-27,"The Xuanling Sect, the head of the four major sects, came to Shuicheng to select disciples for the first time in many years. The Fang and Qin families started fighting openly and secretly around this opportunity that would determine their fate. In the end, Qin Nan relied on his dedicated training, excellent talent, and the God of War Soul obtained by chance, and under the fair judgment of the messenger Xiao Qingxue, he successfully reversed the decline and defeated the Fang family. 

After entering the sect, Qin Nan aroused the hatred of Ouyang Jun, the son of the sect leader, because of his involvement in Xiao Qingxue's forced marriage. In order to continue to become stronger and repay Xiao Qingxue's kindness, Qin Nan repeatedly defeated powerful enemies, won the first place in the Wanxiang Competition and the Outer Sect Competition, entered the Wuyuan Pavilion with the four major sect geniuses, and obtained the power to stir up the continent. 

A shocking secret, an appointment with Leng Feng to fight in the Palace of Life and Death, overcoming the siege of Linshui City by the Beihai family, exploring the Nine-Character Mantra Tower, and vowing to fight the evil forces of the sect to the end. 

(Source: Iqiyi, Google translated)",7.04,4157.0,14953,778,132,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}]",0,unknown,600,pg_13,[],66,airing,NIL,NIL,2024.0,spring,448,0,48,64,211,771.0,0.8547,0.1453
55887,"Kekkon suru tte, Hontou desu ka",2024-10-03,"As introverted colleagues at a travel agency in Tokyo, Takuya Oohara and Rika Honjouji both cherish their happily single lives. After work, home is where they feel most at ease: Takuya unwinds with his cat, while Rika studies various maps. However, an uncertain future looms over their treasured tranquility when their company plans to open a branch office in Alaska within one year and transfer an unmarried employee there.

During a day off, Takuya and Rika accidentally meet and, despite never having spoken before, open up to each other about their relocation fears. Feeling encouraged by Takuya facing the same predicament, Rika suddenly proposes a daring solution—to pretend to be engaged for 365 days. Takuya accepts, but little do the two know that the path to marriage may, in many ways, change forever the very lifestyles they struggle to preserve.

[Written by MAL Rewrite]",7.02,4257.0,2611,74926,10137,white,tv,currently_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 48, 'name': 'Workplace'}]",12,manga,1420,pg_13,"[{'id': 242, 'name': 'Ashi Productions'}]",67,2024-12-19,thursday,23:30,2024.0,fall,38488,2,1138,2872,32415,74915.0,0.9465,0.0535
56662,Trillion Game,2024-10-04,"After socially awkward technology specialist Manabu ""Gaku"" Taira is saved from thugs by the outgoing Haru Tennouji, the two men find that they get along with each other well. Years later, Gaku, who is having a tough time getting a job due to his timidness, is convinced by Haru to apply for a position alongside him at Dragon Bank, one of Japan's largest IT companies.

During their interviews, the company's board director, Kirika Kokuryuu, takes an interest in Haru and Gaku's contrasting personalities. However, Gaku does not get hired by the company, leading Haru to quit the job on his first day in protest. Nevertheless, they decide to embark on an ambitious plan of making a trillion dollars.

In order for their scheme to come to fruition, Haru and Gaku start looking for potential investors, but everyone rejects their extravagant idea. In spite of that, the two soon find themselves getting an offer from Kirika—and with her investment, they might just be able to reach their goal.

[Written by MAL Rewrite]",7.02,4280.0,5302,17710,2747,white,tv,currently_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}]",26,manga,1450,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",68,airing,friday,01:58,2024.0,fall,9170,0,323,1126,7088,17707.0,0.9182,0.0818
57594,Dan Dao Zhizun,2023-12-22,"In the ancient medicine continent, there are thousands of races, and the alchemist is revered. The Yin and Yang Alchemy God Su Beihuang spent all his efforts to refine the divine elixir, but was plotted by the beauty, integrated with the elixir and hidden for a hundred years. A hundred years later, his descendant Su Beitian was humiliated but still resisted tenaciously. He unexpectedly received the inheritance of the Alchemy God and returned with domineering power! Awakening the dual martial arts of ice and fire, practicing alchemy again, and becoming a young hero. As the truth behind his mother's disappearance is investigated, conspiracies gradually emerge. Let’s see Su Beitian go through many disasters, explore the extremes of martial arts, and become the supreme master of alchemy!

(Source: Iqiyi, Google translated)",7.0,4361.0,14979,771,179,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}]",0,unknown,540,pg_13,"[{'id': 2042, 'name': 'Ruo Hong Culture'}]",69,airing,NIL,NIL,2023.0,fall,467,0,43,76,181,767.0,0.8449,0.1551
53033,Mecha-ude (TV),2024-10-04,"Hikaru Amatsuga's days of tranquility come to a sudden end when he rescues Alma, a mechanical arm crying for help. Alma fuses with his jacket, introducing Hikaru to the world of mechanical arms: mysterious, sentient weapons that normally become a part of their users' bodies. Forced to flee for his life, Hikaru is eventually captured by Aki Murasame, a twin mechanical arms user working for ARMS, an organization that protects the machines against unethical treatment.

The Kagami Group, a nefarious organization that treats mechanical arms as mere tools, seeks to recover Alma. Hikaru is deemed a failure by ARMS for his lack of natural predisposition to be an mechanical arm wielder, so Aki is assigned to be his bodyguard. But Aki is defeated by Jun Kagami, who cruelly tears out her two mechanical limbs, condemning the girl to a slow death. Unwilling to abandon Aki to her grim fate, Hikaru miraculously awakens his power and neutralizes Kagami. Now a full member of ARMS, Hikaru is determined to unravel the truth about mechanical arms and protect his newfound friends and allies.

[Written by MAL Rewrite]",6.99,4388.0,3591,42369,5810,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 24, 'name': 'Sci-Fi'}]",12,original,1420,pg_13,"[{'id': 1843, 'name': 'TriF Studio'}]",70,2024-12-20,friday,00:30,2024.0,fall,20502,1,776,2207,18883,42369.0,0.9296,0.0704
55071,Amagami-san Chi no Enmusubi,2024-10-02,"After witnessing his mother's death at a young age, Uryuu Kamihate grew up disillusioned with the gods, dismissing faith in them as utter nonsense. Due to his beliefs, he aims to become a doctor, spending most of his time studying to enter the prestigious Kyoto University.

To further his studies, Uryuu searches for a new place to take him in and get away from the noisy environment of the orphanage where he grew up. Chidori Amagami, head priest of the Amagami Shrine, allows him to stay at the Amagami residence. However, Uryuu has to live there with Chidori's three granddaughters—Yae, Yuna, and Asahi—who serve as shrine maidens. Moreover, Chidori has another condition for Uryuu: he has to marry one of the sisters to ensure the shrine's future and one day inherit it. But with Uryuu's goals and outlook naturally clashing against the sisters' beliefs, this already daunting ordeal seems outright impossible.

[Written by MAL Rewrite]",6.96,4493.0,3015,58376,8384,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",24,manga,1420,pg_13,"[{'id': 1967, 'name': 'Drive'}]",71,airing,wednesday,00:00,2024.0,fall,29763,3,1013,2588,25003,58370.0,0.9383,0.0617
57362,Hoshifuru Oukoku no Nina,2024-10-10,"On the dusty streets of the castle town Dayah in the Fortna Kingdom, a young orphan named Nina steals for survival. Experiencing one tragedy after another, she has little to hope for in her life. Believing it best for Nina, her closest friend, Saji, hands her over to Second Prince Azure Seth Fortna, who has been searching for someone with unique and intense deep-blue eyes—just like Nina's.

The kingdom's princess, the revered Astral Priestess Alisha, has recently died on her way to the Galgada Kingdom, where she was to marry the tyrant First Prince Sett. However, her death is concealed for political reasons, and that is where Nina needs to step in. With nowhere else to go and no one to turn to, Nina assumes Alisha's identity and future duties. But with each moment spent with Azure, Nina feels herself drawn to his warmth, fearing that once she is wed to another, nobody will remain to remember her true self.

[Written by MAL Rewrite]",6.93,4635.0,3932,35067,4602,white,tv,currently_airing,"[{'id': 43, 'name': 'Josei'}, {'id': 22, 'name': 'Romance'}]",12,manga,1420,pg_13,"[{'id': 1278, 'name': 'Signal.MD'}]",72,2024-12-23,thursday,22:00,2024.0,fall,16302,3,583,1817,16355,35060.0,0.9315,0.0685
58172,Nageki no Bourei wa Intai shitai,2024-10-01,"As dungeon-like treasure vaults started appearing throughout the land, more and more people began signing up as treasure hunters—risking their lives to obtain the vast riches and ancient relics inside. In the imperial capital of Zebrudia, the top hunter party is the Grieving Souls—a group of six childhood friends led by Krai Andrey, who is thought to be the strongest of them due to having a reputed wide array of skills.

However, Krai actually has no special talent. His accomplishments are actually the result of his friends being overpowered. Krai has repeatedly attempted to leave the party out of fear his lack of aptitudes would one day cause his companions' downfall. Nevertheless, everyone around Krai thinks differently, making him feel obligated to remain the group's leader.

[Written by MAL Rewrite]",6.93,4649.0,2612,74850,12517,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",13,light_novel,1429,pg_13,"[{'id': 1379, 'name': 'Zero-G'}]",73,2024-12-24,tuesday,23:30,2024.0,fall,46864,5,1133,2859,23974,74835.0,0.9467,0.0533
50306,Seirei Gensouki 2,2024-10-08,"After Rio escapes the capital of the Beltrum Kingdom with his former teacher Celia Claire and his bond spirit, Aishia, he finds himself in a dire situation once again. As it turns out, multiple people from his past life in Japan are suddenly scattered around the new world. Rio rushes to their help, saving a small group and taking them under his wing. To his surprise, one of the rescuees is his old self's childhood friend Miharu Ayase.

The newcomers were not the only ones summoned. With old friends and new allies by his side, Rio sets out to locate the other abductees while searching for a way to send them back to Japan. However, Rio never loses sight of his main goal: avenging his mother's death.

[Written by MAL Rewrite]",6.88,4881.0,1680,143351,11902,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 35, 'name': 'Harem'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}, {'id': 22, 'name': 'Romance'}]",12,light_novel,1430,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",74,2024-12-24,tuesday,01:30,2024.0,fall,47045,12,1218,2168,92901,143344.0,0.9764,0.0236
51768,Girigiri Warukunai Watame,2022-01-07,A series of comedic YouTube shorts with Tsunomaki Watame.,6.88,4908.0,12915,1377,481,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,original,20,pg_13,"[{'id': 2167, 'name': 'Hololive Production'}]",75,airing,NIL,NIL,2022.0,winter,691,1,195,124,361,1372.0,0.7675,0.2325
43626,Jue Shi Wu Hun,2020-10-25,"In the continent of Longmai, thousands of clans stand tall, countless sects exist, and cultivation is the way of life. The strong can do anything they want while the weaklings live like ants. Youngster Chen Feng has an incomplete dan region, causing him to be unable to cultivate, he withstood countless sneers directed at him. Until he obtained a mysterious dragon bloodline, breaking out of his cocoon and opening a new chapter to his life! Coquettish demonic fox spirits, cold female emperors, demon girls or princesses from a prestigious clan, all of them jump into my embrace. With the unparalleled inheritance, I will manifest the strongest martial spirit, obtain all the beauties and look down from the heavens.

(Source: AC.QQ, translated)",6.84,5081.0,10132,3255,695,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",0,novel,710,pg_13,"[{'id': 2059, 'name': 'Suoyi Technology'}]",76,airing,NIL,NIL,2020.0,fall,2061,0,248,335,600,3244.0,0.8203,0.1797
57360,Kabushikigaisha Magi-Lumière,2024-10-04,"In recent years, creatures known as Kaii have frequently attacked cities and wrought destruction. Exterminating these monsters quickly became a popular and well-respected profession, carried out by magical girls. More than five hundred magical girl companies, ranging from small ventures to large corporations, offer their aid to those who need it.

Kana Sakuragi is a studious college graduate struggling to land a job despite attending numerous interviews. But when a Kaii attacks during her latest interview, she finds herself assisting the magical girl responding to the crisis. Although she lacks battle experience, Kana relies on her exceptional memory and knowledge to help subdue the monster.

Hitomi Koshigaya, the headstrong magical girl who faced the Kaii, recognizes Kana's potential and invites her to join Magilumiere Magical Girls Inc.—the startup where Hitomi works. Wishing to make a difference, Kana accepts the offer to become a magical girl herself. While Kana may not be suited for the corporate world, it soon becomes clear that her true calling is to rise as one of the most talented magical girls in existence.

[Written by MAL Rewrite]",6.84,5082.0,4667,24290,3169,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 27, 'name': 'Shounen'}, {'id': 48, 'name': 'Workplace'}]",12,manga,1440,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}, {'id': 2855, 'name': 'Studio Moe'}]",77,2024-12-20,friday,23:00,2024.0,fall,10874,0,429,1393,11594,24290.0,0.925,0.075
56566,Beyblade X,2023-10-06,"At the heart of X City stands the impressive X Tower, an interconnected twin-skyscraper structure that symbolizes the pinnacle of every Beyblade player's dream. The building serves as the official headquarters for professional Beybattles, where competitors strive to ascend all one hundred floors; at its summit, the reigning champions, Team Pendragon, await contenders worthy of challenging their title.

Bird Kazami, an amateur Blader, arrives in the city eager to turn professional. However, he and his teammates are crushed in their first qualifying match, prompting his companions to give up and disband their team. Fortunately, Bird is soon approached by the easygoing Ekusu Kurosu. In disguise as ""Kamen X"" to hide his identity as a former member of the undefeated Team Pendragon, Ekusu wants to climb the tower all over again. To complete their new group, they recruit skilled Beyblade expert and savvy social media influencer Multi Nanairo.

Driven by their individual goals, the trio wins their preliminary rounds, launching their careers as Team Persona. Bird and his new friends must navigate the world of corporate sponsorships, earn the fickle public's support, and defeat many formidable opponents—all in their quest to reach X Tower's peak.

[Written by MAL Rewrite]",6.83,5124.0,9266,4331,1013,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 15, 'name': 'Kids'}, {'id': 30, 'name': 'Sports'}]",0,manga,1465,pg,"[{'id': 28, 'name': 'OLM'}]",78,airing,friday,18:25,2023.0,fall,2187,0,307,458,1369,4321.0,0.823,0.177
58057,Dubu Wangu 2nd Season,2024-02-09,no_synopsis,6.79,5357.0,15042,755,129,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}]",156,web_novel,660,pg_13,"[{'id': 2059, 'name': 'Suoyi Technology'}]",79,airing,NIL,NIL,2024.0,winter,452,0,57,79,163,751.0,0.8189,0.1811
54233,Sasayaku You ni Koi wo Utau,2024-04-14,"Himari Kino is a cheerful and outgoing girl who is able to make friends with anyone she wants. When she enrolls in high school and attends the freshman opening ceremony, Himari falls in love with Yori Asanagi, a reserved upperclassman, during Yori's band performance. After the show, Himari blurts out her love, but Yori is inexperienced when it comes to romance.

Yori, who did not expect this outcome at all, looks for answers from her friends and music. She decides to respond to Himari's confession, and to her surprise, Yori discovers that Himari fell in love with her music and performance rather than Yori as a person.

Despite the shock, Yori desires to make Himari truly fall in love with her. The duo spend time together after school on the rooftop, where Yori usually plays her guitar with hopes to change Himari's feelings for her.

[Written by MAL Rewrite]",6.76,5487.0,2439,84105,13064,gray,tv,currently_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 26, 'name': 'Girls Love'}, {'id': 23, 'name': 'School'}]",12,manga,1422,pg_13,"[{'id': 1687, 'name': 'Yokohama Animation Laboratory'}, {'id': 2600, 'name': 'Cloud Hearts'}]",80,2024-12-29,sunday,01:30,2024.0,spring,25494,8,7168,7509,43884,84063.0,0.8254,0.1746
35686,Doraemon (2005) Specials,2005-04-15,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",6.75,5542.0,12725,1458,460,white,tv_special,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 42, 'name': 'Seinen'}]",0,unknown,2700,pg,"[{'id': 247, 'name': 'Shin-Ei Animation'}]",81,airing,NIL,NIL,2005.0,spring,602,0,140,239,476,1457.0,0.7399,0.2601
49981,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II",2024-07-10,"Over a century ago, astral mages under persecution from the Empire banded together and established the Nebulis Sovereignty under three founding families: Lou, Hydra, and Zoa. With the leadership of Millavair Lou Nebulis VIII, the Sovereignty aims to minimize casualties in their conflict with the Empire—a stance the extremist Zoas disagree with. Tensions rise between the families as the upcoming election to decide the next leader approaches. The Zoas are willing to do anything to achieve success; however, a world-ending war may ensue should they be victorious.

Princess Aliceliese ""Alice"" Lou Nebulis XI has no choice but to cooperate with any potential allies in order to advance towards her ultimate goal of ending the conflict that has long tormented everyone involved. This includes Iska—one of the Empire's greatest warriors and her greatest rival.

[Written by MAL Rewrite]",6.72,5721.0,2386,86717,6556,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}]",12,light_novel,1455,pg_13,"[{'id': 300, 'name': 'SILVER LINK.'}, {'id': 2201, 'name': 'Studio Palette'}]",82,airing,wednesday,22:30,2024.0,summer,23168,2,5126,2667,55702,86665.0,0.9101,0.0899
52623,Wangu Shenhua,2022-08-15,"A small town boy whose spiritual seed was abolished unexpectedly received the favor of an ancient treasure. In a prosperous world of martial arts, in a perilous situation, what should Wang Hao, who is in the center of the whirlpool, do?

(Source: iQIYI)",6.71,5764.0,12587,1526,298,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",0,web_novel,480,pg_13,"[{'id': 2059, 'name': 'Suoyi Technology'}]",83,airing,NIL,NIL,2022.0,summer,958,0,115,169,277,1519.0,0.813,0.187
59465,Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai Season 2,2024-08-03,Second season of Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai.,6.65,6122.0,12109,1791,111,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,manga,120,pg_13,"[{'id': 276, 'name': 'DLE'}]",84,airing,NIL,NIL,2024.0,summer,513,0,106,59,1112,1790.0,0.9078,0.0922
