id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,source,average_episode_duration,rating,background,studios,statistics,special_ranking
19653,Neppuu Kairiku Bushi Road,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/56827.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/11/56827l.jpg'}",2013-12-31,2013-12-31,"The story takes place in a time when the world is in the pits of despair after being ravaged by a poison called ""shinobi"" that came to earth via an asteroid. The people run away to the place called ""Kairiku,"" a place that used to be the bottom of the ocean. Here, the people try and protect themselves against the effects of the poison. In such a world, there was a single light of hope. The ""Holy Weapon Giga Road"" and the legendary warrior ""Yagyuu"" are needed in order to counter the effects of the poison. In order to save the world, Ame, a princess of a fallen nation, stands up in order to save the world.

(Source: ANN)",7.14,3657,3215,51596,18826,white,2013-07-24T21:25:04+00:00,2023-12-27T12:43:25+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 2013, 'season': 'fall'}",mixed_media,5580,r,,"[{'id': 290, 'name': 'Kinema Citrus'}, {'id': 1109, 'name': 'Orange'}]","{'status': {'watching': '2605', 'completed': '26159', 'on_hold': '732', 'dropped': '534', 'plan_to_watch': '21565'}, 'num_list_users': 51595}",353
1381,Seikai no Monshou Special,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/2753.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/2753l.jpg'}",2000-04-07,2000-04-07,A compilation of the Seikai no Monshou series with additional footage.,7.13,3686,9569,3917,1421,white,2006-08-18T23:38:24+00:00,2023-12-27T18:38:27+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",1,"{'year': 2000, 'season': 'spring'}",light_novel,5400,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '97', 'completed': '2244', 'on_hold': '67', 'dropped': '123', 'plan_to_watch': '1384'}, 'num_list_users': 3915}",354
6581,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/25451.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/25451l.jpg'}",2010-01-06,2010-01-06,"Maeda Toshiie and Matsu visit Chousokabe Motochika, who governs Shikoku. They tell Motochika unreasonable demands from Nobunaga. Motochika rejects them and urges Maeda to betray Nobunaga. Meanwhile Keiji tries to convince Mouri Motonari to join the fight against Nobunaga, and is imprisoned as a result. Motochika and Motonari move against each other.",7.13,3687,5981,13043,5960,white,2009-06-05T20:38:15+00:00,2020-09-10T10:44:16+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 21, 'name': 'Samurai'}]",1,"{'year': 2010, 'season': 'winter'}",game,1418,pg_13,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '216', 'completed': '8481', 'on_hold': '140', 'dropped': '151', 'plan_to_watch': '4053'}, 'num_list_users': 13041}",355
38895,Double Decker! Doug & Kirill: Extra,"{'medium': 'https://cdn.myanimelist.net/images/anime/1987/97850.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1987/97850l.jpg'}",2019-02-10,2019-04-10,"During the final episode pre-screening event on Friday, it was announced that Double Decker! Doug & Kirill TV anime will get three extra episodes. Titled Double Decker! Doug & Kirill: Extra, the three episodes will be streamed via Bandai Channel and other streaming websites between February and April 2019. The Blu-ray and DVD for the extra episodes will also be released on May 24, 2019.

(Source: MAL News)",7.13,3702,7505,7459,3088,white,2018-12-24T20:31:22+00:00,2023-10-09T06:49:12+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}]",3,"{'year': 2019, 'season': 'winter'}",original,1450,r,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '331', 'completed': '4439', 'on_hold': '169', 'dropped': '136', 'plan_to_watch': '2383'}, 'num_list_users': 7458}",356
376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer","{'medium': 'https://cdn.myanimelist.net/images/anime/1936/121639.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1936/121639l.jpg'}",2005-04-21,2005-04-21,"Having been accepted into the Kaede Inn, Nana struggles to find some way to contribute, though she inadvertently brings more trouble than assistance. However, Nana's worries are directed more towards fellow resident Nyu, whom she had only known as Lucy, the violent Diclonius. Fearful that Nyu will unleash the same horrific savagery—violence that scars Nana to this day—upon those close to her, Nana faces a dilemma: attempt to live peacefully alongside Lucy with all the uncertainty that that entails or dispose of the source of her worries, shattering the relationships she has formed at the inn. As Nana struggles to come to a decision, Nyu recalls a painful memory of one of her dearest friends and one of her greatest rivals.

[Written by MAL Rewrite]",7.13,3704,1272,197679,116100,white,2005-11-25T10:35:21+00:00,2024-11-29T06:43:19+00:00,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 9, 'name': 'Ecchi'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 40, 'name': 'Psychological'}, {'id': 42, 'name': 'Seinen'}, {'id': 31, 'name': 'Super Power'}, {'id': 41, 'name': 'Suspense'}]",1,"{'year': 2005, 'season': 'spring'}",manga,1500,r+,"Taking place within the events of episode 11 of the TV anime, the Elfen Lied special combines an anime-exclusive story and a flashback arc from the 10th volume of the manga it is based on.","[{'id': 38, 'name': 'Arms'}]","{'status': {'watching': '2314', 'completed': '166656', 'on_hold': '1183', 'dropped': '832', 'plan_to_watch': '26683'}, 'num_list_users': 197668}",357
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1492/118476.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1492/118476l.jpg'}",2007-08-02,2007-08-02,"As a punishment for losing an intense poker game, Keiichi Maebara, Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, and Rika Furude must walk around town dressed in costumes. Wanting to avoid being seen by more people, Keiichi convinces the group to visit Yagouchi—a deserted neighboring village.

Mion's mention of a nearby abandoned quarry spikes the attention of Rena and Keiichi. Still, as she tells them more about the mysterious incidents surrounding the place, they debate whether it would be wise to explore it.

[Written by MAL Rewrite]",7.13,3712,2512,80144,44334,white,2007-08-02T01:08:24+00:00,2023-12-29T02:01:23+00:00,special,finished_airing,"[{'id': 7, 'name': 'Mystery'}]",1,"{'year': 2007, 'season': 'summer'}",light_novel,1387,pg_13,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '929', 'completed': '62633', 'on_hold': '645', 'dropped': '368', 'plan_to_watch': '15560'}, 'num_list_users': 80135}",358
6299,Maria-sama ga Miteru 4th Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/14166.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/14166l.jpg'}",2009-03-25,2009-08-21,A series of specials included on the Maria-sama ga Miteru 4th DVD releases.,7.13,3725,8164,6076,2616,white,2009-04-02T16:09:20+00:00,2023-09-19T08:27:15+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 26, 'name': 'Girls Love'}, {'id': 25, 'name': 'Shoujo'}]",11,"{'year': 2009, 'season': 'winter'}",light_novel,54,pg,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '151', 'completed': '3894', 'on_hold': '108', 'dropped': '131', 'plan_to_watch': '1790'}, 'num_list_users': 6074}",359
4134,"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den","{'medium': 'https://cdn.myanimelist.net/images/anime/5/51895.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/51895l.jpg'}",2008-02-06,2008-02-06,"Naruto school special.

Naruto is a new cool student and when he meets Sasuke they start fighting.",7.13,3731,2799,66960,32669,white,2008-03-20T17:54:35+00:00,2022-04-16T00:11:52+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2008, 'season': 'winter'}",manga,480,pg_13,,"[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '1073', 'completed': '52942', 'on_hold': '590', 'dropped': '589', 'plan_to_watch': '11760'}, 'num_list_users': 66954}",360
6153,Saint Seiya Recap,"{'medium': 'https://cdn.myanimelist.net/images/anime/13/55471.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/13/55471l.jpg'}",2003-01-25,2003-01-25,A summary of the 114 episodes of the TV series Saint Seiya.,7.13,3739,7732,6930,3114,white,2009-03-04T22:31:20+00:00,2024-02-06T16:33:09+00:00,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2003, 'season': 'winter'}",manga,1502,pg_13,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '150', 'completed': '4794', 'on_hold': '101', 'dropped': '160', 'plan_to_watch': '1724'}, 'num_list_users': 6929}",361
2385,One Piece: Jango no Dance Carnival,"{'medium': 'https://cdn.myanimelist.net/images/anime/1691/140427.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1691/140427l.jpg'}",2001-03-03,2001-03-03,"Mirror Ball Island is throwing the largest dance festival in the East Blue. While outlaw hypnotist Jango is enjoying the festivities, he is found and cornered by a Marine captain. He narrowly escapes by hypnotizing the entire island to “dance until they drop.” Unfortunately, pirate Monkey D. Luffy and his Straw Hat Crew get caught in the commotion and are also forced to dance the night away. 

[Written by MAL Rewrite]
",7.12,3755,3498,44367,24107,white,2007-04-28T16:56:59+00:00,2024-02-24T20:32:53+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2001, 'season': 'winter'}",manga,360,pg_13,One Piece: Jango no Dance Carnival is a featurette bundled with the home release of One Piece Movie 2: Nejimaki-jima no Daibouken. The short showcases the song “Ready!” by Folder 5.,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '408', 'completed': '37244', 'on_hold': '326', 'dropped': '322', 'plan_to_watch': '6057'}, 'num_list_users': 44357}",362
33491,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?","{'medium': 'https://cdn.myanimelist.net/images/anime/1158/100286.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1158/100286l.jpg'}",2016-08-24,2016-08-24,An unaired episode 8.5 included with the third BD/DVD release.,7.12,3764,7656,7117,2150,white,2016-06-25T15:32:10+00:00,2023-06-13T20:41:40+00:00,special,finished_airing,"[{'id': 63, 'name': 'Iyashikei'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 2016, 'season': 'summer'}",manga,1440,pg_13,,"[{'id': 441, 'name': '8bit'}]","{'status': {'watching': '242', 'completed': '3652', 'on_hold': '139', 'dropped': '139', 'plan_to_watch': '2944'}, 'num_list_users': 7116}",363
5458,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,"{'medium': 'https://cdn.myanimelist.net/images/anime/2/11197.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/2/11197l.jpg'}",2002-01-01,2002-01-01,"A special episode of 'Yu-Gi-Oh! Duel Monsters' aired in between episodes 88 and 89. Mainly narrated by Anzu, the special recaps the major events of the Battle City tournament, beginning from the Pharaoh's meeting with Ishizu, and retelling several important duels including Yugi and Seto's tag duel, and Yugi's duels against Jonouchi and Bakura, up to Jonouchi's battle with Rishid on the Battle Ship. The special ends with Anzu wishing the series a happy new year.",7.12,3769,5134,19333,9254,white,2008-10-31T09:57:52+00:00,2022-03-08T19:32:50+00:00,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}, {'id': 11, 'name': 'Strategy Game'}]",1,"{'year': 2002, 'season': 'winter'}",manga,1380,pg_13,,"[{'id': 36, 'name': 'Gallop'}]","{'status': {'watching': '300', 'completed': '15152', 'on_hold': '174', 'dropped': '238', 'plan_to_watch': '3467'}, 'num_list_users': 19331}",364
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/64869.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/64869l.jpg'}",2010-07-30,2010-07-30,Special episode of Yumeiro Pâtissière shown at the Ribon event along with Hiyokoi.,7.12,3770,6319,11332,5419,white,2010-05-28T16:31:21+00:00,2022-03-13T04:28:43+00:00,special,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",1,"{'year': 2010, 'season': 'summer'}",manga,420,g,,"[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '154', 'completed': '8669', 'on_hold': '85', 'dropped': '111', 'plan_to_watch': '2312'}, 'num_list_users': 11331}",365
24973,Bokura wa Minna Kawai-sou Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/8/70065.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/8/70065l.jpg'}",2014-07-02,2015-01-30,Based on the 4-koma manga stories of Bokura wa Minna Kawaisou. Included in Blu-ray/DVD volumes 1-7.,7.12,3772,5276,17939,5467,white,2014-06-28T13:35:33+00:00,2022-04-11T11:36:10+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 42, 'name': 'Seinen'}]",14,"{'year': 2014, 'season': 'summer'}",manga,40,pg_13,,"[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '706', 'completed': '8766', 'on_hold': '575', 'dropped': '366', 'plan_to_watch': '7525'}, 'num_list_users': 17938}",366
11077,Hellsing: The Dawn,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/30667.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/30667l.jpg'}",2011-07-27,2012-12-26,"During the height of World War II, Nazi Germany seeks to strengthen their soldiers with technology crafted under the influence of vampiric biology. Out of fear of this technology turning the tide of war in the Axis's favor, Sir Arthur Hellsing enlists his butler and soldier Walter C. Dornez and vampire Alucard to put a stop to the German plot, sending the two men into a conflict that will scar them both forever.

[Written by MAL Rewrite]",7.12,3792,2161,101913,43592,white,2011-07-28T06:32:25+00:00,2022-04-08T09:39:28+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",3,"{'year': 2011, 'season': 'summer'}",manga,627,r,The North American BD/DVD releases from FUNimation Entertainment do not include the 2nd and 3rd episodes.,"[{'id': 894, 'name': 'Graphinica'}]","{'status': {'watching': '3602', 'completed': '62899', 'on_hold': '1646', 'dropped': '707', 'plan_to_watch': '33051'}, 'num_list_users': 101905}",367
38963,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,"{'medium': 'https://cdn.myanimelist.net/images/anime/1103/98120.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1103/98120l.jpg'}",2012-02-22,2012-02-22,Special Picture Drama episode included on the Anohana Fes. Memorial DVD/Blu-ray Box,7.11,3797,4527,26132,9396,white,2019-01-02T14:35:02+00:00,2022-03-25T20:55:48+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}]",1,"{'year': 2012, 'season': 'winter'}",original,756,pg_13,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '827', 'completed': '14633', 'on_hold': '433', 'dropped': '313', 'plan_to_watch': '9923'}, 'num_list_users': 26129}",368
654,Galaxy Angel 3 Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/1512/146310.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1512/146310l.webp'}",2003-11-28,2003-11-28,Specials from Galaxy Angel 3 DVDs.,7.11,3806,9524,3968,1577,white,2006-02-02T16:19:56+00:00,2021-11-09T12:23:39+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}]",2,"{'year': 2003, 'season': 'fall'}",,780,pg,,[],"{'status': {'watching': '104', 'completed': '2462', 'on_hold': '93', 'dropped': '88', 'plan_to_watch': '1220'}, 'num_list_users': 3967}",369
12419,Guilty Crown: Kiseki - Reassortment,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/34931.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/34931l.jpg'}",2012-01-03,2012-01-03,A one-hour Noitamina special that recaptures the first 11 episodes of Guilty Crown. ,7.11,3807,3720,39518,16336,white,2011-12-18T10:08:16+00:00,2024-02-25T12:02:35+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}]",1,"{'year': 2012, 'season': 'winter'}",original,2880,r,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '844', 'completed': '26779', 'on_hold': '548', 'dropped': '538', 'plan_to_watch': '10807'}, 'num_list_users': 39516}",370
9723,Hakuouki: Hekketsuroku - Kyoto Kaisouroku,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/26949.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/26949l.jpg'}",2010-10-03,2010-10-03,Summary of the first season of Hakuouki Shinsengumi Kitan. Aired the week before the second season began. ,7.11,3808,5765,14340,5335,white,2010-10-23T20:25:13+00:00,2024-05-06T20:39:23+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 43, 'name': 'Josei'}, {'id': 21, 'name': 'Samurai'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2010, 'season': 'fall'}",visual_novel,1424,r,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '363', 'completed': '8916', 'on_hold': '220', 'dropped': '220', 'plan_to_watch': '4620'}, 'num_list_users': 14339}",371
32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/77703.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/77703l.jpg'}",2015-12-26,2015-12-26,"The official website of the The File of Young Kindaichi Returns anime announced that a one-hour special television episode of the anime titled ""The File of Inspector Akechi"" (Akechi Keibu no Jikenbo) will air on December 26. The site streamed a trailer on Sunday, which previews the episode and its story. The video also reveals that Yudai Chiba will play Ryūtaro Kobayashi, a junior detective under detective Kengo Akechi.

(Source: ANN)",7.11,3817,11437,2204,923,white,2015-12-21T08:24:09+00:00,2018-03-12T07:20:42+00:00,special,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2015, 'season': 'fall'}",manga,2867,r,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '73', 'completed': '1359', 'on_hold': '46', 'dropped': '73', 'plan_to_watch': '653'}, 'num_list_users': 2204}",372
5717,Kiniro no Corda: Secondo Passo,"{'medium': 'https://cdn.myanimelist.net/images/anime/8/13179.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/8/13179l.jpg'}",2009-03-26,2009-06-05,"The story continues after the intraschool music competition of the first game and anime series. The budding music student Kahoko meets the brusque boy Etō, the new youthful school board director Akihiko Kira, and the mysterious transfer student Aoi Kaji. 

(Source: ANN)",7.11,3818,3983,34214,18551,white,2008-12-13T22:35:35+00:00,2023-12-29T02:00:12+00:00,tv_special,finished_airing,"[{'id': 43, 'name': 'Josei'}, {'id': 19, 'name': 'Music'}, {'id': 70, 'name': 'Performing Arts'}, {'id': 73, 'name': 'Reverse Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",2,"{'year': 2009, 'season': 'winter'}",visual_novel,1502,pg_13,,"[{'id': 96, 'name': 'Yumeta Company'}]","{'status': {'watching': '780', 'completed': '27146', 'on_hold': '436', 'dropped': '377', 'plan_to_watch': '5473'}, 'num_list_users': 34212}",373
1335,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/4166.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/4166l.jpg'}",2002-10-01,2003-03-25,Tachikomatic Days is a series of comedic shorts attached to the end of every episode of Ghost in the Shell: Stand Alone Complex. The shorts feature the antics of the Tachikoma think tanks of Section 9 and usually involve plot points. The average short time is a little over a minute.,7.11,3820,4516,26312,12422,white,2006-08-16T02:46:16+00:00,2021-12-31T11:47:55+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",26,"{'year': 2002, 'season': 'fall'}",manga,60,pg,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '490', 'completed': '18103', 'on_hold': '526', 'dropped': '454', 'plan_to_watch': '6736'}, 'num_list_users': 26309}",374
38936,Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,"{'medium': 'https://cdn.myanimelist.net/images/anime/1762/114436.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1762/114436l.webp'}",2018-12-31,2018-12-31,"Years after the Fourth Holy Grail War, Waver Velvet becomes the head of the Modern Magecraft Theories department at the Clock Tower, succeeding the title of Lord El-Melloi II. Waver and his apprentice Gray set out to find the truth behind a mysterious shadow that stalks them, while trouble brews among the mages of the Association.

[Written by MAL Rewrite]",7.11,3824,2839,65475,33438,white,2018-12-29T03:18:58+00:00,2024-12-06T15:15:13+00:00,tv_special,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 7, 'name': 'Mystery'}, {'id': 82, 'name': 'Urban Fantasy'}]",1,"{'year': 2018, 'season': 'fall'}",light_novel,1473,pg_13,,"[{'id': 1103, 'name': 'TROYCA'}]","{'status': {'watching': '1928', 'completed': '46408', 'on_hold': '641', 'dropped': '418', 'plan_to_watch': '16071'}, 'num_list_users': 65466}",375
3221,Shakugan no Shana-tan Movie,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/17218.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/11/17218l.jpg'}",2007-09-21,2007-09-21,Shana-tan special bundled with the Shakugan no Shana Movie director's cut special collection DVD.,7.11,3834,4651,24568,11019,white,2007-10-14T15:36:01+00:00,2020-12-21T17:32:49+00:00,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 20, 'name': 'Parody'}]",1,"{'year': 2007, 'season': 'summer'}",light_novel,345,pg_13,,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '317', 'completed': '17248', 'on_hold': '302', 'dropped': '266', 'plan_to_watch': '6433'}, 'num_list_users': 24566}",376
13073,Tennis no Oujisama: Another Story II - Ano Toki no Bokura Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/36739.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/36739l.jpg'}",2011-08-26,2011-10-26,"Bunta no Mezame
After a spontaneous call from someone anonymous, Bunta Marui sets off on his own to meet up with them. Curious about the person on the other side of the phone, his Rikkai University-Affiliated Middle School Tennis Club teammates, Renji Yanagi and Hiroshi Yagyuu, secretly tail him.

Toukou Tamashii
A video of Shitenhouji Middle School's Kenya Oshitari doing pen spinning tricks suddenly goes viral. Soon, this prompts a competition to see who can upload an even more bizarre video.

[Written by MAL Rewrite]",7.11,3839,8781,5102,1875,white,2012-02-23T22:09:35+00:00,2023-07-18T07:47:39+00:00,special,finished_airing,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",2,"{'year': 2011, 'season': 'summer'}",manga,185,pg_13,"The specials were included in the DVD release of Tennis no Oujisama: Another Story II - Ano Toki no Bokura.
","[{'id': 463, 'name': 'M.S.C'}]","{'status': {'watching': '122', 'completed': '3404', 'on_hold': '82', 'dropped': '138', 'plan_to_watch': '1356'}, 'num_list_users': 5102}",377
41053,Dorohedoro: Ma no Omake,"{'medium': 'https://cdn.myanimelist.net/images/anime/1611/105459.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1611/105459l.jpg'}",2020-06-17,2020-06-17,"Dorohedoro: Ma no Omake further explores the world of sorcerers and the Hole, honing in on what the characters do in their spare time when they are not seeking out their enemies. 

Kamen Kakusa
Fujita attends a mask conjuring ritual in hopes of a Devil bestowing him with an appropriate mask, like the ones his colleagues Noi and Shin possess. Hopefully his offering entices the mask-maker! 

Tenpo For You
Nikaidou, lacking money and forced to sell gyoza on the streets of the Hole, stumbles upon a quaint shop selling tea and sweets. Its owner is the gentle and hospitable Syueron, but it seems the denizens of the Hole bear a grudge against him.

Shitappa Seishun Graffiti
Intrigued by the photographs hanging around the mansion, Ebisu approaches En hoping for a portrait of her own. However, she is disappointed to find that only members of the En Family can have their pictures taken. 

Anata no Shiranai Gyoza no Kai
The Gyoza Fairy keeps the Hungry Bug in pristine condition, but his primary responsibility is ensuring the gyoza tastes good. So he becomes rather agitated when Nikaidou's customers do not properly enjoy their meals.

Odoru Ma no Utage
En is enthusiastic about his masquerade ball and is adamant on his family's participation. Per tradition, attendees must choose a partner and dance to appease the Devils. To their horror, they discover that failing to do so may incur nasty consequences!

Yokaze ni Fukarete Ooba Kinenbi
Nikaidou gives detailed instructions on preparing oba gyoza and Kaiman is eager to help!

[Written by MAL Rewrite]",7.1,3858,3052,56848,29742,white,2020-01-14T03:31:47+00:00,2022-04-15T02:07:54+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 14, 'name': 'Horror'}, {'id': 42, 'name': 'Seinen'}]",6,"{'year': 2020, 'season': 'spring'}",manga,300,r+,"Dorohedoro: Ma no Omake, also known as Dorohedoro: Bonus Curse or Extra Evil in English, is a special edition OVA series consisting of six mini-episodes. It is bundled with the second Blu-ray Box release of Dorohedoro, along with other limited edition merchandise.","[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '1300', 'completed': '41646', 'on_hold': '548', 'dropped': '405', 'plan_to_watch': '12945'}, 'num_list_users': 56844}",378
