id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,special_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,2006-05-26,2006-05-26,"On her day off, Tessa wakes up in her commander chair. After regaining her composure, she notices that her favorite stuffed animal is missing and thus tries to remember what actually transpired the night before. To do so, she will spend time with all the main characters of the Danaan crew, and eventually recalls the events of the previous night.

[Written by MAL Rewrite]",7.65,1398,2676,72129,41154,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}]",1,manga,1847,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",92,,NIL,2006.0,spring,920,58675,540,311,11680,72126.0,0.9882,0.0118
56243,Jujutsu Kaisen 2nd Season Recaps,2023-08-11,2023-08-18,"Recap episodes of Jujutsu Kaisen, Jujutsu Kaisen 0, and the first five episodes of Jujutsu Kaisen 2nd Season.",7.65,1402,4443,27121,12107,white,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,1470,r,"[{'id': 569, 'name': 'MAPPA'}]",93,,NIL,2023.0,summer,1741,19815,306,464,4795,27121.0,0.9716,0.0284
15487,Kuroko no Basket NG-shuu,2012-07-27,2013-03-22,"Animated bloopers, based on the extra section of the original manga series, included with the BD/DVD series for Kuroko no Basket (both limited and normal editions).",7.65,1406,2782,67729,33640,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",9,manga,240,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",94,,NIL,2012.0,summer,1574,54815,868,555,9914,67726.0,0.979,0.021
7305,Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,2006,2006,A promotional preview summary of the events in Detective Conan Movie 10: Requiem of the Detectives. Aired before the movie.,7.65,1409,6494,10622,4307,white,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1409,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",95,,NIL,-1.0,NIL,201,8065,122,259,1974,10621.0,0.9641,0.0359
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,2013-12-15,2013-12-15,"Madara, nicknamed ""Nyanko-sensei,"" runs into two young children when he gets separated from his temporary owner Takashi Natsume. Unequipped to handle kids, Nyanko-sensei tries to wriggle his way out; but fearing for their safety around the ravenous forest youkai, he decides to escort the siblings to safety. However, even for an all-powerful youkai such as Nyanko-sensei, dealing with the playful and overly curious nature of children can prove to be an exhausting challenge.

[Written by MAL Rewrite]",7.65,1412,3864,36490,18090,white,special,finished_airing,"[{'id': 63, 'name': 'Iyashikei'}, {'id': 6, 'name': 'Mythology'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,1350,pg_13,"[{'id': 112, 'name': ""Brain's Base""}]",96,,NIL,2013.0,fall,631,26245,334,215,9063,36488.0,0.985,0.015
644,Hachimitsu to Clover Specials,2005-12-23,2006-02-24,"Two side stories:

Chapter L (or chapter 25) about Lohmeyer/Romaiya senpai.

Chapter F (or chapter 26) about Miwako finding ways to make fun of Yamazaki.

(Source: momento)",7.64,1435,4130,31822,16446,white,special,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 22, 'name': 'Romance'}, {'id': 80, 'name': 'Visual Arts'}]",2,manga,1349,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",97,,NIL,2005.0,fall,473,22746,451,322,7828,31820.0,0.9757,0.0243
39477,Shingeki no Kyojin Season 3 Specials,2018-10-17,2019-09-18,Shingeki no Kyojin Season 3 DVD/BD specials. They are chibi parody shorts; one video was included on each of the DVD/BDs for a total of seven. Each video contained three stories (essentially chibi parody short episode 38–59) which continued the chibi parody story from the previous chibi parody specials included on the DVD/BDs of the previous seasons.,7.63,1454,3726,39357,12772,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 27, 'name': 'Shounen'}]",7,manga,134,g,"[{'id': 1155, 'name': 'Studio Moriken'}]",98,,NIL,2018.0,fall,1290,22080,730,711,14543,39354.0,0.9634,0.0366
24913,Bokura wa Minna Kawai-sou: Hajimete no,2015-01-30,2015-01-30,Unaired episode included in the 7th Blu-ray/DVD volume of Bokura wa Minna Kawaisou anime.,7.63,1462,3218,51396,27937,white,special,finished_airing,"[{'id': 74, 'name': 'Love Status Quo'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,1422,pg_13,"[{'id': 112, 'name': ""Brain's Base""}]",99,,NIL,2015.0,winter,1101,40375,421,244,9247,51388.0,0.9871,0.0129
19671,Free!: FrFr - Short Movie,2013-09-11,2014-01-08,Specials bundled with the DVD/BDs.,7.62,1478,2621,74369,34225,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 30, 'name': 'Sports'}]",7,light_novel,134,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}, {'id': 929, 'name': 'Animation Do'}]",100,,NIL,2013.0,summer,2892,51980,2356,1185,15955,74368.0,0.9524,0.0476
23385,Kyoukai no Kanata: Shinonome,2014-07-02,2014-07-02,"Taking place three years before the TV series, episode zero follows Hiroomi Nase's mission to subdue the infamous half-human, half-youmu Akihito Kanbara. Curious about the mission, Hiroomi's little sister, Mitsuki, tags along with him, and the siblings meet Akihito for the first time. However, they soon discover that they aren't the only ones seeking out Akihito, and thus begins the story of Kyoukai no Kanata.

[Written by MAL Rewrite]
",7.62,1488,1771,134067,65569,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 37, 'name': 'Supernatural'}]",1,light_novel,1380,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",101,,NIL,2014.0,summer,2860,96984,1192,454,32565,134055.0,0.9877,0.0123
7471,Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,2005,2005,A promotional preview summary of the events in Detective Conan Movie 09: Strategy Above the Depths. Aired before the movie.,7.62,1492,6661,10046,4029,white,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1446,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",102,,NIL,-1.0,NIL,207,7622,116,243,1857,10045.0,0.9643,0.0357
49627,Shingeki no Kyojin: The Final Season Specials,2021-07-07,2021-08-04,Shingeki no Kyojin Season 4 DVD/BD specials. They are chibi parody shorts; one video was included on each of the DVD/BDs. Each video contained eight stories (essentially chibi parody short episode 60–75) which continued the chibi parody story from the previous chibi parody specials included on the DVD/BDs of the previous seasons.,7.61,1511,5471,16354,5545,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}]",2,manga,300,g,"[{'id': 1155, 'name': 'Studio Moriken'}]",103,,NIL,2021.0,summer,742,8919,370,325,5998,16354.0,0.9575,0.0425
34855,Gabriel DropOut Specials,2017-03-24,2017-05-24,Specials included with the Blu-ray/DVD release of Gabriel DropOut.,7.61,1530,2657,72859,40349,white,special,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Mythology'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,936,pg_13,"[{'id': 95, 'name': 'Doga Kobo'}]",104,,NIL,2017.0,winter,1804,57886,842,425,11896,72853.0,0.9826,0.0174
38958,Manga de Wakaru! Fate/Grand Order,2018-12-31,2018-12-31,"A short anime based on Manga de Wakaru! Fate/Grand Order by Riyo. Aired during Fate Project Year End 2018, and is also available on YouTube.",7.6,1556,5177,18891,10065,white,tv_special,finished_airing,"[{'id': 4, 'name': 'Comedy'}]",1,game,879,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",105,,NIL,2018.0,fall,567,13888,222,250,3963,18890.0,0.975,0.025
38002,Asobi Asobase Specials,2018-11-28,2018-12-21,"Ototo
On their way home from school, the Pastime Club encounters Hanako Honda's younger brother, Kentarou. The timid yet studious boy introduces himself to Hanako's friends but quickly attempts to leave the awkward situation. However, he is roped into joining the three girls to have some fun at the park.

Amusutorongu
Chisato Higuchi's spontaneous question of which Pastime Club member is the strongest leads to a fierce arm-wrestling contest—spurred further by some underhanded methods.

[Written by MAL Rewrite]
",7.6,1565,3346,47686,26204,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 42, 'name': 'Seinen'}]",2,manga,400,pg_13,"[{'id': 456, 'name': 'Lerche'}]",106,,NIL,2018.0,fall,715,38041,332,198,8392,47678.0,0.9889,0.0111
51989,BanG Dream! Morfonication,2022-07-28,2022-07-29,"Two special episodes featuring a violin rock band, Morfonica. ",7.6,1566,7855,6698,2872,white,special,finished_airing,"[{'id': 19, 'name': 'Music'}]",2,mixed_media,1420,pg_13,"[{'id': 537, 'name': 'SANZIGEN'}]",107,,NIL,2022.0,summer,309,3728,112,117,2432,6698.0,0.9658,0.0342
12725,Initial D: Project D to the Next Stage - Project D e Mukete,2003-03-22,2003-03-22,"A special that comes with the Fourth Stage DVD-BOX. It is comprised of a recap from First Stage to Third Stage, along with staff commentary and sneak preview of the making of the Fourth Stage.",7.59,1588,6050,12625,4401,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",1,manga,4200,pg_13,[],108,,NIL,2003.0,winter,351,7638,165,231,4240,12625.0,0.9686,0.0314
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,2014-06-20,2014-06-20,"Bundled with the 6 Blu-ray/DVD. It will adapt the 124th chapter of the manga, which depicts when Kuroko and Aomine first met.",7.59,1593,3268,50113,25334,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,manga,1491,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",109,,NIL,2014.0,spring,645,40210,370,280,8607,50112.0,0.987,0.013
7303,Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi,2007-12-17,2007-12-17,"A special episode aired after ep. 490, it summarizes the history of confrontation with the black organization. ",7.59,1594,7067,8723,3111,white,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1440,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",110,,NIL,2007.0,fall,222,5495,143,206,2655,8721.0,0.96,0.04
19511,Naruto: Shippuuden - Sunny Side Battle,2013-10-06,2013-10-06,"Back at their childhood home, siblings Itachi and Sasuke Uchiha experience an unusual morning together when Itachi becomes obsessed with cooking the perfect fried egg for Sasuke. Despite being completely focused on the task, he continuously fails to achieve the desired result. As Sasuke marvels at his brother's seemingly unnecessary behavior, he comes to realize that there is more than meets the eye to Itachi's efforts.

[Written by MAL Rewrite]",7.58,1635,2596,75642,40877,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 47, 'name': 'Gourmet'}, {'id': 27, 'name': 'Shounen'}]",1,original,660,pg_13,"[{'id': 1, 'name': 'Pierrot'}]",111,,NIL,2013.0,fall,1016,64278,477,386,9482,75639.0,0.9886,0.0114
37341,Yuru Camp△ Specials,2018-03-28,2018-07-25,"When Chiaki Oogaki and Aoi Inuyama start the Outdoor Activities Club at their school, it is only the two of them and an array of ambitious plans. Things do not change much even after a new member—Nadeshiko Kagamihara—joins. And yet, the cheerful, cozy atmosphere seems to bring many curious visitors to their small headquarters. 

As the three girls set out on a camping trip to Australia alongside their friends Rin Shima and Ena Saitou, an unexpected incident turns the relaxing event into quite an adventure.

[Written by MAL Rewrite]",7.57,1654,3021,58207,27920,white,special,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 36, 'name': 'Slice of Life'}]",3,manga,480,pg_13,"[{'id': 1075, 'name': 'C-Station'}]",112,,NIL,2018.0,winter,2394,38726,1097,346,15641,58204.0,0.9752,0.0248
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,1990-10-17,1990-10-17,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.

(Source: ANN)",7.57,1661,2057,109896,70360,white,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,manga,2865,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",113,,NIL,1990.0,fall,892,102310,395,345,5941,109883.0,0.9933,0.0067
38027,Free! Dive to the Future - Soushun no Build-up!,2018-06-23,2018-06-23,"As they adjust to life in Tokyo, Haruka Nanase and Makoto Tachibana prepare for their university's opening ceremony. However, while running some errands, they find themselves representing Iwatobi in a regional mascot wrestling tournament. Unbeknownst to them, the rest of the Iwatobi and Samezuka swim club members are watching the event's live broadcast at a local festival.

While also adapting to the quick change of pace, Ikuya Kirishima and Hiyori Toono discuss what moving from the countryside to the city was like.

Crossing paths with old friends on the bustling streets of Tokyo, the curtain rises on a new chapter in the boys' lives.

[Written by MAL Rewrite]",7.57,1666,4636,24776,9821,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}]",1,original,1420,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}, {'id': 929, 'name': 'Animation Do'}]",114,,NIL,2018.0,spring,547,16157,330,247,7494,24775.0,0.9767,0.0233
10935,Hourou Musuko Specials,2011-08-24,2011-09-21,The full versions of episodes 10 and 11 that were previously edited together into episode 10 of the TV series.,7.57,1672,6569,10362,4324,white,special,finished_airing,"[{'id': 81, 'name': 'Crossdressing'}, {'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}]",2,manga,1380,pg_13,"[{'id': 1306, 'name': 'AIC Classic'}]",115,,NIL,2011.0,summer,219,6370,158,144,3470,10361.0,0.9709,0.0291
3090,Aa! Megami-sama! Tatakau Tsubasa,2007-12-09,2007-12-09,"An Angel Eater has been freed in Heaven. Since Goddesses and Angels share body and soul, losing your angel results in going into shock for the Goddess. Lind goes to Earth to protect Belldandy and the others unknowing that it is a trap.

(Source: ANN)",7.56,1673,4376,28035,13485,white,tv_special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,1440,pg_13,"[{'id': 48, 'name': 'AIC'}]",116,,NIL,2007.0,fall,584,20537,394,296,6220,28031.0,0.9754,0.0246
37109,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,2018-06-27,2018-06-27,Special episode included in the second Blu-ray/DVD volume.,7.56,1680,6960,9019,3911,white,special,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,1420,pg_13,"[{'id': 456, 'name': 'Lerche'}]",117,,NIL,2018.0,spring,219,5593,103,114,2990,9019.0,0.9759,0.0241
41061,Heya Camp△: Sauna to Gohan to Sanrin Bike,2020-05-27,2020-05-27,"Upon returning from school one day, Rin Shima encounters an unfamiliar three-wheeled motorcycle parked outside her house. After asking her father about it, she learns that the vehicle is a temporary loaner while her moped undergoes its annual maintenance.  

With arrangements to go camping at Yatsugatake the next day, Rin has no choice but to utilize the three-wheeler. As she embarks on her trip, Rin's traveling experience soon shifts gears, and she discovers a refined driving performance on new unexplored roads.

[Written by MAL Rewrite]",7.56,1681,4967,21002,11318,white,special,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,695,pg_13,"[{'id': 1075, 'name': 'C-Station'}]",118,,NIL,2020.0,spring,325,15757,164,101,4652,20999.0,0.9874,0.0126
16239,One Piece: Episode of Luffy - Hand Island no Bouken,2012-12-15,2012-12-15,"The story of the Hand Island no Bouken special is set a little before the events of One Piece Film Z and depicts a major ""Hand Island"" incident during the New World storyline. The story is set at ""Cannon Town"" where a parent and a child work as craftspeople. The incident revolves around them and a commodore of a marine base. The special will also have a flashback scene to the story in the first chapter of the manga, but with new animation. 

(Source: ANN) ",7.56,1701,3119,54660,28465,white,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,manga,6166,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",119,,NIL,2012.0,fall,1090,44137,483,348,8592,54650.0,0.9848,0.0152
9062,Angel Beats! Specials,2010-12-22,2015-06-24,"As the Shinda Sekai Sensen (SSS) continue their vindictive rebellion against God, their leader, Yuri Nakamura, comes up with an ingenious plan to escape the afterlife. Her subordinates prepare to carry out ""Operation High Tension Syndrome"" to deceive Kanade Tachibana, student council president and alleged associate of God, into thinking that they are ready to pass on. With a week's worth of food on the line and with Heaven as the ultimate prize, will the SSS members be able to fool the inscrutable Kanade?

[Written by MAL Rewrite]
",7.55,1733,920,276099,161729,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 23, 'name': 'School'}]",2,original,1665,pg_13,"[{'id': 132, 'name': 'P.A. Works'}]",120,,NIL,2010.0,fall,38822,187434,10288,4611,34931,276086.0,0.946,0.054
32915,Durarara!!x2 Ketsu: Dufufufu!!,2016-07-27,2016-07-27,"With his handsome slim-fit suit, characteristic glossy shades, and a casual cigarette in mouth, word is that the remarkably strong Shizuo Heiwajima rules Ikebukoro's streets. When ordinary bartender Shizuo Nobusuma hears these rumors, he realizes he could make his own life a bit easier: as a con artist. 

Donning a blond wig and venturing into Ikebukuro assuming Shizuo's identity, the impostor is confident he is fooling everyone into doing his bidding. But as the district's residents either take pity or tease him before the actual Shizuo inevitably finds out, his luck plummets when he encounters Izaya Orihara—an information broker whose favorite activity in the world is messing with Shizuo.

[Written by MAL Rewrite]",7.55,1737,3041,57301,24346,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 37, 'name': 'Supernatural'}]",1,light_novel,1435,r,"[{'id': 1119, 'name': 'Shuka'}]",121,,NIL,2016.0,summer,1221,37748,670,342,17316,57297.0,0.9823,0.0177
3466,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,2005-10-19,2005-10-19,"Waking up from a nap, Kino is relieved to see that a certain tower from afar is still proudly standing. Located in the heart of the Tower Country, the immensely tall tower stretches high into the sky, reaching seemingly infinite heights. The tower looks like something out of a dream, but the breathtaking construction is unmistakably real. Intrigued, the traveling partners Kino and Hermes—the talking motorcycle—journey to the tower to get a closer look at the building.

Despite already being unbelievably tall, the tower is still being built by the townspeople to this day. Puzzled by the origins of the tower, Kino and Hermes ask around the town for information, but they fail to obtain any definitive answer. They continue to observe both the tower and the townspeople during their stay, hoping to understand the reasoning behind building a tower that requires so much effort. After all, there is always something to learn—even from the strangest of countries.

[Written by MAL Rewrite]",7.55,1746,3712,39687,20112,white,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 40, 'name': 'Psychological'}]",1,light_novel,850,pg_13,"[{'id': 179, 'name': 'A.C.G.T.'}]",122,,NIL,2005.0,fall,599,27947,393,229,10518,39686.0,0.9843,0.0157
1418,"Lupin III: Episode 0 ""First Contact""",2002-07-26,2002-07-26,"Jigen tells the story of the gang's first meeting. Jigen, still a member of the Mafia, is hired to protect an ancient artifact - one that Lupin and Fujiko are both trying to steal. Meanwhile, Inspector Zenigata, then of the Japanese police force, has come to the U.S. on Fujiko's trail, and Ishikawa Goemon is searching for the lost treasure of his clan. 

(Source: ANN)",7.54,1762,6169,12099,5670,white,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",1,manga,5489,r,"[{'id': 73, 'name': 'TMS Entertainment'}]",123,,NIL,2002.0,summer,257,7806,150,157,3726,12096.0,0.9746,0.0254
31711,To LOVE-Ru Darkness 2nd Specials,2016-02-26,2016-02-26,Extra episodes of To LOVE-Ru Darkness 2nd bundled with the seventh Blu-ray and DVD volume.,7.54,1776,2176,100871,51690,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",2,manga,1424,r+,"[{'id': 27, 'name': 'Xebec'}]",124,,NIL,2016.0,winter,2587,78622,966,705,17974,100854.0,0.9834,0.0166
1830,Utawarerumono Specials,2006-08-23,2007-02-21,DVD specials of comedic events that occurred during the story of Utawarerumono. The specials are included in the DVD Box special disc.,7.54,1778,5509,16072,8143,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",6,visual_novel,719,pg_13,"[{'id': 28, 'name': 'OLM'}]",125,,NIL,2006.0,summer,376,11493,428,233,3540,16070.0,0.9589,0.0411
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,2011-08-02,2011-08-02,Special episode about Trunks going back to the future and fighting the Androids. Also known as episode 98 of Dragon Ball Kai.,7.54,1788,3216,51570,28758,white,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1405,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",126,,NIL,2011.0,summer,657,43974,348,393,6194,51566.0,0.9856,0.0144
4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,2008-03-26,2008-03-26,"A side-story of Darker than Black, also called Episode 26, that takes place during the events of Kuro no Keiyakusha. 

The Syndicate has another job for Hei and his team. This assignment involves the sought after possessions of a dead contractor, which are believed to have been buried beneath a cherry tree. Meanwhile, Misaki Kirihara and her team plan a trip to the Cherry Blossom festival.

[Written by MAL Rewrite]",7.53,1802,1681,143267,80900,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 24, 'name': 'Sci-Fi'}]",1,original,1420,r,"[{'id': 4, 'name': 'Bones'}]",127,,NIL,2008.0,winter,1654,116950,894,506,23252,143256.0,0.9902,0.0098
9396,Mitsudomoe: Oppai Ippai Mama Genki,2011-02-23,2011-02-23,A special unaired episode included in the 7th DVD/Blu-ray volume.,7.53,1820,5132,19380,10375,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1436,pg_13,"[{'id': 397, 'name': 'Bridge'}]",128,,NIL,2011.0,winter,315,14911,176,164,3811,19377.0,0.9825,0.0175
55818,Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,2023-07-03,2023-07-03,"In the immediate aftermath of the mana calamity, Sylphiette finds herself teleported to the heart of the Asura Kingdom: the royal palace. Her sudden appearance accidentally saves the life of second princess Ariel Anemoi Asura, who has her sights set on becoming the ruler of the realm. Witnessing Sylphiette's talent with combat magic firsthand, Ariel recruits her as her bodyguard and right-hand woman, commencing their journey to power—which proves far more treacherous than first imagined.

[Written by MAL Rewrite]",7.53,1821,1246,202942,126706,gray,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}]",1,light_novel,1440,r,"[{'id': 1993, 'name': 'Studio Bind'}]",129,,NIL,2023.0,summer,5882,181040,695,510,14778,202905.0,0.9941,0.0059
15989,Saki Achiga-hen: Episode of Side-A Specials,2013-02-20,2013-08-21,"The semifinal round of the Inter-High Mahjong Championship is still in full swing. After witnessing the extraordinary might of the champion Teru Miyanaga of Shiraitodai High School, the girls of Achiga High School are left bewildered. However, even if the odds are against them, it's not too late yet—the game has just begun.

[Written by MAL Rewrite]",7.53,1827,5628,15211,8267,white,special,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 11, 'name': 'Strategy Game'}]",4,manga,1800,pg_13,"[{'id': 418, 'name': 'Studio Gokumi'}]",130,,NIL,2013.0,winter,537,11144,242,183,3103,15209.0,0.9721,0.0279
3165,Hidamari Sketch Specials,2007-10-19,2007-10-19,"The four girls at Hidamari apartment complex continue her lives having a good time together. On the first episode of this special, they go together to the pool, and on the second episode Hiro receives a love letter on her locker, who could have sent it?",7.52,1858,4941,21332,11704,white,tv_special,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 80, 'name': 'Visual Arts'}]",2,4_koma_manga,1440,pg_13,"[{'id': 44, 'name': 'Shaft'}]",134,,NIL,2007.0,fall,258,16832,220,186,3834,21330.0,0.981,0.019
13403,Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,2012-09-26,2012-09-26,Unaired episode released with the seventh volume of the Blu-ray & DVD. It consists of three short episodes newly written by the manga author Fujiwara Cocoa. Fujiwara also designed a new character called Hana-chan for the episode.,7.52,1859,2286,93228,49604,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,1430,pg_13,"[{'id': 287, 'name': 'David Production'}]",135,,NIL,2012.0,summer,1439,76351,644,467,14323,93224.0,0.9881,0.0119
